del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization	RxnFormula	mta_score_prctile
CYTDK1	1187325672470.11	183.864969254023	Nucleotide interconversion	7371.1 or 83549.1	pyrimidine synthesis/ de novo	[c]	NA	100
XYLTD_Dr	1129090313839.91	168.386922004148	Pentose phosphate pathway		xylulose metabolism, cytosol	[c]	NA	99.9826779837173
UMPK5	1103618428686.93	163.934565653748	Nucleotide interconversion	51727.1	NA	[c]	NA	99.9653559674346
RE1925C	1089365316453.39	161.864910662973	Tyrosine metabolism		NA	[c]	NA	99.9480339511519
GLCNACASE1ly	1084308146412.67	161.864910662973	Heparan sulfate degradation	4669.1	heparan sulphate degradation, lysosome	[l]	NA	99.9307119348692
HSAT1ly	1084308146412.67	161.864910662973	Heparan sulfate degradation		NA	intercompartmental	NA	99.9307119348692
C30CPT1	1082871938121.35	161.864910662973	Fatty acid oxidation	1374.1 or 1375.1 or 126129.1	carnitine shuttle	[c]	NA	99.8960679023038
HMR_3065	1070903003135.92	157.573033449975	Fatty acid oxidation	30.1 or 4645.1	NA	[x]	NA	99.8787458860211
HMR_3066	1070903003135.92	157.573033449975	Fatty acid oxidation	8310.1 or 51.1	NA	[x]	NA	99.8787458860211
EX_cgly[e]	1070612251332.28	161.864910662973	Exchange/demand reaction		NA	[e]	NA	99.8441018534557
DCSPTN1COAtx	1066318284009.63	157.573033449975	Transport, peroxisomal		NA	intercompartmental	NA	99.826779837173
FAOXC225C226x	1066318284009.63	157.573033449975	Fatty acid oxidation	51.1	betaoxidation	[x]	NA	99.826779837173
FAOXC225x	1066318284009.63	157.573033449975	Fatty acid oxidation	1962.1 or 10455.1	betaoxidation	[x]	NA	99.826779837173
FAOXC226C225x	1066318284009.63	157.573033449975	Fatty acid oxidation	26063.1	betaoxidation	[x]	NA	99.826779837173
3OHSUBCOAx	1059387324673.89	157.573033449975	Fatty acid oxidation	(51.1 and 1891.1) or (51.1 and 1962.1) or (51.2 and 1891.1) or (51.2 and 1962.1)	NA	[x]	NA	99.7574917720423
3OHSUBACx	1059387324673.89	157.573033449975	Fatty acid oxidation		NA	[x]	NA	99.7574917720423
3OHSUBACtxc	1059387324673.89	157.573033449975	Transport, peroxisomal		NA	intercompartmental	NA	99.7574917720423
3OHSUBACte	1059387324673.89	157.573033449975	Transport, extracellular		NA	intercompartmental	NA	99.7574917720423
EX_3ohsubac[e]	1059387324673.89	157.573033449975	Exchange/demand reaction		NA	[e]	NA	99.7574917720423
XYLULte	1054711951795.93	155.950787708664	Transport, extracellular		NA	intercompartmental	NA	99.6708816906288
EX_xylu_L[e]	1054711951795.93	155.950787708664	Exchange/demand reaction		NA	[e]	NA	99.6708816906288
EX_so3[e]	1045817789134.18	155.950787708664	Exchange/demand reaction		NA	[e]	NA	99.6362376580634
HMR_3951	1045817789134.18	155.950787708664	Transport, extracellular		NA	intercompartmental	NA	99.6362376580634
XYLUDte	1045050823739.57	155.950787708664	Transport, extracellular		NA	intercompartmental	NA	99.601593625498
EX_xylu_D[e]	1045050823739.57	155.950787708664	Exchange/demand reaction		NA	[e]	NA	99.601593625498
EX_retnglc[e]	1027050331459.64	177.615153090246	Exchange/demand reaction		NA	[e]	NA	99.5669495929326
RETNGLCt	1027050331459.64	177.615153090246	Transport, extracellular		NA	intercompartmental	NA	99.5669495929326
RETNGLCtr	1027050331459.64	177.615153090246	Transport, endoplasmic reticular		NA	intercompartmental	NA	99.5669495929326
UGT1A5r	1027050331459.64	177.615153090246	Vitamin A metabolism	54575.1 or 54576.1	NA	[r]	NA	99.5669495929326
ACRNte	1026762590136.47	155.950787708664	Transport, extracellular	6584.1	NA	intercompartmental	NA	99.4976615278018
EX_acrn[e]	1026762590136.47	155.950787708664	Exchange/demand reaction		NA	[e]	NA	99.4976615278018
GALNACT1g	1017991225851.04	150.392391607305	Chondroitin synthesis	55790.1 or 55454.1	NA	[g]	NA	99.4630174952364
GALASE10ly	1013221472772.17	150.970947417248	Keratan sulfate degradation	(5476.1 and 2720.1 and 2588.1 and 4758.1) or (5476.1 and 2720.1)	NA	[l]	NA	99.4456954789538
NACHEX16ly	1013221472772.17	150.970947417248	Keratan sulfate degradation	(3073.1 and 3074.1) or 3073.1 or 3074.1	NA	[l]	NA	99.4456954789538
FAOXC1811603m	1006076196748.28	150.392391607305	Fatty acid oxidation	34.1 or 35.1	betaoxidation	[m]	NA	99.4110514463884
HMR_3204	992983809605.321	150.392391607306	Fatty acid oxidation	3028.1 or 3030.1 or 3033.1	NA	[m]	NA	99.3937294301057
C10OHc	976266335470.776	144.721131253472	Fatty acid oxidation	1374.1 or 1375.1 or 126129.1	carnitine shuttle	[c]	NA	99.376407413823
DECCRNe	976266335470.776	144.721131253472	Fatty acid oxidation		NA	intercompartmental	NA	99.376407413823
EX_3deccrn[e]	976266335470.776	144.721131253472	Exchange/demand reaction		NA	[e]	NA	99.376407413823
HDCACBP	976266335470.776	144.721131253472	Fatty acid oxidation	1622.1	NA	intercompartmental	NA	99.376407413823
HMR_3224	974805149388.864	157.573033449976	Fatty acid oxidation	3028.1 or 3030.1 or 3033.1	NA	[m]	NA	99.3071193486922
DGULND	974784240754.794	144.721131253472	Pentose phosphate pathway		vitamin c metabolism, cytosol	[c]	NA	99.2897973324095
GULN3D	974784240754.794	144.721131253472	Pentose phosphate pathway		glucuronic acid metabolism, cytosol	[c]	NA	99.2897973324095
RE0383C	974784240754.794	144.721131253472	Miscellaneous	10327.1	NA	[c]	NA	99.2897973324095
C12OHc	965584251756.034	144.721131253472	Fatty acid oxidation	1374.1 or 1375.1 or 126129.1	carnitine shuttle	[c]	NA	99.2378312835614
DDCRNe	965584251756.034	144.721131253472	Fatty acid oxidation		NA	intercompartmental	NA	99.2378312835614
EX_3ddcrn[e]	965584251756.034	144.721131253472	Exchange/demand reaction		NA	[e]	NA	99.2378312835614
HDDACBP	965584251756.034	144.721131253472	Fatty acid oxidation	1622.1	NA	intercompartmental	NA	99.2378312835614
C50CPT1	962358865856.038	144.721131253472	Fatty acid oxidation	1374.1 or 1375.1 or 126129.1	carnitine shuttle	[c]	NA	99.1685432184306
EX_ivcrn[e]	962358865856.038	144.721131253472	Exchange/demand reaction		NA	[e]	NA	99.1685432184306
IVCOAACBP	962358865856.038	144.721131253472	Fatty acid oxidation	1622.1	NA	intercompartmental	NA	99.1685432184306
IVCRNe	962358865856.038	144.721131253472	Fatty acid oxidation		NA	intercompartmental	NA	99.1685432184306
CYTK14	950693582625.77	140.472740458789	Nucleotide interconversion	51727.1	NA	[c]	NA	99.0992551532999
FAOXC150m	942293137258.903	150.392391607305	Fatty acid oxidation	35.1 or 34.1	betaoxidation	[m]	NA	99.0819331370172
FAOXC14C12m	934099305442.01	150.392391607305	Fatty acid oxidation	37.1 and 3030.1 and 3032.1	betaoxidation	[m]	NA	99.0646111207345
CYTK1n	934026367387.583	137.715122389596	Nucleotide interconversion	51727.1	NA	[n]	NA	99.0472891044518
EX_ptdca[e]	928477975350.038	139.954583175553	Exchange/demand reaction		NA	[e]	NA	99.0299670881691
HMR_0215	928477975350.038	139.954583175553	Transport, extracellular	19.1	NA	intercompartmental	NA	99.0299670881691
URIK1	928266132782.21	150.970947417248	Pyrimidine synthesis	7371.1 or 83549.1 or 54963.1	pyrimidine catabolism	[c]	NA	98.9953230556037
r0009	923044381275.748	135.492900167374	Purine catabolism	64077.1 or 27068.1 or 5464.1	NA	[x]	NA	98.978001039321
RE3074X	923044381275.748	135.492900167374	Fatty acid oxidation	11001.1 or 2182.1 or 2181.1 or 2180.1 or 51703.1 or 23305.1	NA	[x]	NA	98.978001039321
RE3081X	923044381275.748	135.492900167374	Fatty acid oxidation	1962.1	betaoxidation	[x]	NA	98.978001039321
RE3082X	923044381275.748	135.492900167374	Fatty acid oxidation	3295.1 or 1962.1	betaoxidation	[x]	NA	98.978001039321
RE3086X	923044381275.748	135.492900167374	Fatty acid oxidation	8310.1 or 8309.1 or 51.1	betaoxidation	[x]	NA	98.978001039321
FAOXC11BRC9BRx	923044381275.748	135.492900167374	Fatty acid oxidation	8310.1 and 1962.1 and 3295.1 and 30.1	betaoxidation	[x]	NA	98.978001039321
FAOXC13BRC11BRx	923044381275.748	135.492900167374	Fatty acid oxidation	8310.1 and 1962.1 and 3295.1 and 30.1	betaoxidation	[x]	NA	98.978001039321
HMR_3505	923044381275.748	135.492900167374	Fatty acid oxidation	30.1 or 4645.1	NA	[x]	NA	98.978001039321
HMR_2771	921490992264.019	135.492900167373	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	NA	[c]	NA	98.8394249090594
HMR_2772	921490992264.019	135.492900167373	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	NA	intercompartmental	NA	98.8394249090594
HMR_2773	921490992264.019	135.492900167373	Transport, mitochondrial	1384.1 or 1376.1	NA	[m]	NA	98.8394249090594
HMR_3424	921490992264.019	135.492900167373	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	NA	[m]	NA	98.8394249090594
S4T1g	920763174544.074	135.492900167374	Chondroitin synthesis	113189.1 or 50515.1 or 166012.1 or 55501.1	NA	[g]	NA	98.7701368439286
UMPK	920666764544.421	137.715122389595	Nucleotide interconversion	51727.1	pyrimidine synthesis	[c]	NA	98.7528148276459
EX_galgluside_hs[e]	920247092406.665	135.492900167374	Miscellaneous		NA	[e]	NA	98.7354928113632
CYTK9n	919626907620.667	138.874262747329	Nucleotide interconversion	51727.1	NA	[n]	NA	98.7181707950806
CERT1gt	918291295747.372	135.492900167373	Transport, golgi apparatus	10087.1	NA	intercompartmental	NA	98.7008487787979
PCHOL_HStg	918291295747.372	135.492900167373	Transport, golgi apparatus		NA	intercompartmental	NA	98.7008487787979
SPHMYLNtg	918291295747.372	135.492900167373	Transport, golgi apparatus		NA	intercompartmental	NA	98.7008487787979
SMS1S2	918291295747.372	135.492900167373	Sphingolipid metabolism	166929.1 or 259230.1	NA	[g]	NA	98.7008487787979
DAG_HStg	918291295747.372	135.492900167373	Transport, golgi apparatus		NA	intercompartmental	NA	98.7008487787979
RAI3	916730886280.686	135.492900167374	Vitamin A metabolism	2944.1 or 2944.2	NA	[c]	NA	98.6142386973844
13_CIS_RETNte	916730886280.686	135.492900167374	Transport, extracellular		NA	intercompartmental	NA	98.6142386973844
EX_13_cis_retn[e]	916730886280.686	135.492900167374	Exchange/demand reaction		NA	[e]	NA	98.6142386973844
HMR_2648	915845845954.661	135.492900167374	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	NA	[c]	NA	98.5622726485363
HMR_2649	915845845954.661	135.492900167374	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	NA	intercompartmental	NA	98.5622726485363
HMR_2650	915845845954.661	135.492900167374	Transport, mitochondrial	1384.1 or 1376.1	NA	[m]	NA	98.5622726485363
HMR_3396	915845845954.661	135.492900167374	Fatty acid oxidation		NA	[m]	NA	98.5622726485363
HMR_2288	914375322235.513	135.492900167374	Fatty acid synthesis	6319.1 or 79966.1	NA	[c]	NA	98.4929845834055
HMR_2289	914375322235.513	135.492900167374	Fatty acid synthesis	6319.1 or 79966.1	NA	[c]	NA	98.4929845834055
SIAT9g	914136680295.421	135.492900167374	Sphingolipid metabolism	8869.1	NA	[g]	NA	98.4583405508401
ST8SIA12	914136680295.421	135.492900167374	Sphingolipid metabolism	6489.1	NA	[g]	NA	98.4583405508401
EX_gd1c_hs[e]	913685742628.614	135.492900167373	Exchange/demand reaction		NA	[e]	NA	98.4236965182747
GD1Cte	913685742628.614	135.492900167373	Transport, extracellular		NA	intercompartmental	NA	98.4236965182747
r2196	912213682701.317	135.492900167374	Transport, extracellular	6579.1	NA	intercompartmental	NA	98.3890524857093
EX_HC02187[e]	912213682701.317	135.492900167374	Exchange/demand reaction		NA	[e]	NA	98.3890524857093
HMR_6826	912213682701.317	135.492900167374	Phenylalanine metabolism	1735.1 or 1734.1 or 1733.1	NA	[c]	NA	98.3890524857093
HMR_6834	912213682701.317	135.492900167374	Phenylalanine metabolism	1734.1 or 1733.1	NA	[c]	NA	98.3890524857093
B3GALT43g	911376832024.419	135.492900167373	Sphingolipid metabolism	8705.1	NA	[g]	NA	98.3197644205786
GALGT3	911376832024.419	135.492900167373	Sphingolipid metabolism	2583.1	NA	[g]	NA	98.3197644205786
GQ1Btg	911376832024.419	135.492900167373	Transport, golgi apparatus		NA	intercompartmental	NA	98.3197644205786
ST3GAL23g	911376832024.419	135.492900167373	Sphingolipid metabolism	6483.1	NA	[g]	NA	98.3197644205786
ST8SIA52g	911376832024.419	135.492900167373	Sphingolipid metabolism	29906.1	NA	[g]	NA	98.3197644205786
EX_docosac[e]	909728602336.129	135.492900167373	Exchange/demand reaction		NA	[e]	NA	98.2331543391651
EX_man[e]	909591171930.044	135.492900167374	Exchange/demand reaction		NA	[e]	NA	98.2158323228824
HMR_2433	908628764016.674	135.492900167373	Fatty acid synthesis	60481.1 or 64834.1 or 6785.1 or 83401.1 or 79993.1 or 79071.1 or 54898.1	NA	[c]	NA	98.1985103065997
HMR_2434	908628764016.674	135.492900167373	Fatty acid synthesis	51144.1	NA	[c]	NA	98.1985103065997
HMR_2435	908628764016.674	135.492900167373	Fatty acid synthesis	51495.1 or 192286.1 or 9200.1 or 401494.1 or 201562.1	NA	[c]	NA	98.1985103065997
HMR_2436	908628764016.674	135.492900167373	Fatty acid synthesis	9524.1 or 253017.1	NA	[c]	NA	98.1985103065997
EX_sph1p[e]	908521141897.01	135.492900167373	Exchange/demand reaction		NA	[e]	NA	98.1292222414689
SPH1Pte	908521141897.01	135.492900167373	Transport, extracellular		NA	intercompartmental	NA	98.1292222414689
r0537	908521141897.01	135.492900167373	Glycerophospholipid metabolism	8879.1	NA	[c]	NA	98.1292222414689
r0786	908521141897.01	135.492900167373	Sphingolipid metabolism	8879.1	NA	[c]	NA	98.1292222414689
r1457	908521141897.01	135.492900167373	Sphingolipid metabolism		NA	[c]	NA	98.1292222414689
EX_elaidcrn[e]	908128726019.099	135.492900167373	Exchange/demand reaction		NA	[e]	NA	98.0426121600554
HMR_0381	907814748390.837	135.492900167373	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	NA	[c]	NA	98.0252901437727
BGAL3l	906817376676.732	135.492900167374	Sphingolipid metabolism	2720.1	NA	[l]	NA	98.00796812749
HEXA2l	906817376676.732	135.492900167374	Sphingolipid metabolism	3073.1 and 3074.1	NA	[l]	NA	98.00796812749
GD1Btl	906817376676.732	135.492900167374	Transport, lysosomal		NA	intercompartmental	NA	98.00796812749
DM_gd3_hs[l]	906817376676.732	135.492900167374	Exchange/demand reaction		NA	[l]	NA	98.00796812749
