name	Ctrl_vs_HT_Unchanged	Ctrl_vs_Primary_Unchanged	Ctrl_vs_ST
EX_bgly[e]	1	1	0
EX_bhb[e]	1	1	0
EX_bilglcur[e]	1	1	0
EX_bilirub[e]	1	1	0
EX_but[e]	1	1	0
EX_C01601[e]	1	1	0
EX_C02470[e]	1	1	0
EX_C02712[e]	1	1	0
EX_C04717[e]	1	1	0
EX_C04805[e]	1	1	0
EX_C04849[e]	1	1	0
EX_C05957[e]	1	1	0
EX_C06314[e]	1	1	0
EX_C06315[e]	1	1	0
EX_C09642[e]	1	1	0
EX_c101crn[e]	1	0	0
EX_c10crn[e]	1	0	0
EX_C11695[e]	1	1	0
EX_C13856[e]	1	1	0
EX_c16dc[e]	1	1	0
EX_c3dc[e]	1	0	0
EX_c4crn[e]	1	0	0
EX_c51crn[e]	1	0	0
EX_c5dc[e]	1	0	0
EX_c81crn[e]	1	0	0
EX_ca2[e]	1	1	0
EX_cala[e]	1	0	0
EX_carn[e]	1	1	0
EX_cbasp[e]	1	1	0
EX_CE0074[e]	1	1	0
EX_CE0737[e]	1	1	0
EX_CE1243[e]	1	1	0
EX_CE1261[e]	1	1	0
EX_CE1273[e]	1	1	0
EX_CE1401[e]	1	1	0
EX_CE1557[e]	1	1	0
EX_CE1617[e]	1	1	0
EX_CE1918[e]	1	0	0
EX_CE1925[e]	1	1	0
EX_CE1926[e]	1	1	0
EX_CE2006[e]	1	1	0
EX_CE2172[e]	1	1	0
EX_CE2445[e]	1	1	0
EX_CE2510[e]	1	1	0
EX_CE2838[e]	1	1	0
EX_CE2839[e]	1	1	0
EX_CE2915[e]	1	1	0
EX_CE2916[e]	1	1	0
EX_CE2917[e]	1	1	0
EX_CE2934[e]	1	1	0
EX_CE4633[e]	1	1	0
EX_CE4722[e]	1	1	0
EX_CE4723[e]	1	1	0
EX_CE4724[e]	1	1	0
EX_CE4881[e]	1	1	0
EX_CE5025[e]	1	1	0
EX_CE5026[e]	1	1	0
EX_CE5304[e]	1	1	0
EX_CE5629[e]	1	1	0
EX_CE5786[e]	1	1	0
EX_CE5787[e]	1	1	0
EX_CE5788[e]	1	1	0
EX_CE5789[e]	1	1	0
EX_CE5791[e]	1	1	0
EX_CE5797[e]	1	1	0
EX_CE5798[e]	1	1	0
EX_CE5853[e]	1	1	0
EX_CE5854[e]	1	1	0
EX_CE5867[e]	1	1	0
EX_CE5868[e]	1	1	0
EX_CE5869[e]	1	1	0
EX_CE6031[e]	1	0	0
EX_CE6247[e]	1	1	0
EX_cgly[e]	1	0	0
EX_chsterol[e]	1	1	0
EX_chsterols[e]	1	1	0
EX_cit[e]	1	1	0
EX_citr_L[e]	1	1	0
EX_cl[e]	1	1	0
EX_cmp[e]	1	1	0
EX_co2[e]	1	1	0
EX_core5[e]	1	1	0
EX_core7[e]	1	1	0
EX_core8[e]	1	1	0
EX_cortsn[e]	1	0	0
EX_crmp_hs[e]	1	1	0
EX_crn[e]	1	0	0
EX_crtsl[e]	1	0	0
EX_crtstrn[e]	1	1	0
EX_ctp[e]	1	1	0
EX_cyan[e]	1	1	0
EX_cys_L[e]	1	1	0
EX_cysasnmet[e]	1	1	0
EX_cysaspphe[e]	1	1	0
EX_cyscys[e]	1	1	0
EX_cysglnmet[e]	1	1	0
EX_cysgluhis[e]	1	1	0
EX_cysglutrp[e]	1	1	0
EX_cysleuthr[e]	1	1	0
EX_cyssermet[e]	1	1	0
EX_cyst_L[e]	1	1	0
EX_cystyrasn[e]	1	1	0
EX_cytd[e]	1	0	0
EX_dag_hs[e]	1	1	0
EX_dcmp[e]	1	1	0
EX_dcsptn1[e]	1	1	0
EX_ddca[e]	1	1	0
EX_ddece1crn[e]	1	0	0
EX_ddecrn[e]	1	0	0
EX_decdicrn[e]	1	0	0
EX_deoxfvs[e]	1	1	0
EX_dgmp[e]	1	1	0
EX_dgtp[e]	1	1	0
EX_dhcholestanate[e]	1	1	0
EX_dhdascb[e]	1	0	0
EX_dhf[e]	1	1	0
EX_ditp[e]	1	1	0
EX_dlnlcg[e]	1	1	0
EX_dmgly[e]	1	0	0
EX_dmhptcrn[e]	1	1	0
EX_doco13ac[e]	1	1	0
EX_docosac[e]	1	1	0
EX_dodecanac[e]	1	1	0
EX_dopa[e]	1	1	0
EX_dopa3glcur[e]	1	1	0
EX_dopa4glcur[e]	1	1	0
EX_dsmsterol[e]	1	0	0
EX_dtmp[e]	1	1	0
EX_dttp[e]	1	1	0
EX_dxtrn[e]	1	1	0
EX_eicostet[e]	1	1	0
EX_elaidcrn[e]	1	0	0
EX_estradiol[e]	1	1	0
EX_fald[e]	1	0	0
EX_fdp[e]	1	1	0
EX_fe2[e]	1	1	0
EX_fe3[e]	1	1	0
EX_fol[e]	1	1	0
EX_fru[e]	1	0	0
EX_fuc13galacglcgal14acglcgalgluside_hs[e]	1	0	0
EX_fum[e]	1	1	0
EX_ga1_hs[e]	1	1	0
EX_gal[e]	1	1	0
EX_galgluside_hs[e]	1	1	0
EX_galt[e]	1	1	0
EX_gam[e]	1	1	0
EX_gbside_hs[e]	1	1	0
EX_gd1c_hs[e]	1	1	0
EX_glc_D[e]	1	0	0
EX_glcn[e]	1	0	0
EX_glcr[e]	1	1	0
EX_glcur[e]	1	1	0
EX_gln_L[e]	1	1	0
EX_glnasngln[e]	1	1	0
EX_glnhishis[e]	1	1	0
EX_glnhislys[e]	1	1	0
EX_glnlyslys[e]	1	1	0
EX_glnlystrp[e]	1	1	0
EX_glntrpglu[e]	1	1	0
EX_glntyrleu[e]	1	1	0
EX_glu_L[e]	1	1	0
EX_gluargleu[e]	1	1	0
EX_gluasnleu[e]	1	1	0
EX_gluglu[e]	1	1	0
EX_gluilelys[e]	1	1	0
EX_gluleu[e]	1	1	0
EX_glumet[e]	1	1	0
EX_glumethis[e]	1	1	0
EX_gluside_hs[e]	1	1	0
EX_gluthr[e]	1	1	0
EX_gluthrlys[e]	1	1	0
EX_glutrpala[e]	1	1	0
EX_glyald[e]	1	0	0
EX_glyc_R[e]	1	0	0
EX_glyc2p[e]	1	0	0
EX_glyc3p[e]	1	0	0
EX_glyclt[e]	1	0	0
EX_glyhisasn[e]	1	1	0
EX_glyhislys[e]	1	1	0
EX_glylyscys[e]	1	1	0
EX_glylysphe[e]	1	1	0
EX_glysar[e]	1	1	0
EX_glytyrlys[e]	1	1	0
EX_glyvalhis[e]	1	1	0
EX_gm1_hs[e]	1	1	0
EX_gmp[e]	1	1	0
EX_gp1calpha_hs[e]	1	0	0
EX_gq1b_hs[e]	1	1	0
EX_gsn[e]	1	1	0
EX_gt1a_hs[e]	1	1	0
EX_gthrd[e]	1	1	0
EX_gudac[e]	1	1	0
EX_h[e]	1	1	0
EX_h2o[e]	1	1	0
EX_HC00229[e]	1	0	0
EX_HC00250[e]	1	1	0
EX_HC00342[e]	1	1	0
EX_HC00955[e]	1	0	0
EX_HC01104[e]	1	1	0
EX_HC01361[e]	1	1	0
EX_HC01440[e]	1	1	0
EX_HC01441[e]	1	1	0
EX_HC01446[e]	1	1	0
EX_HC01577[e]	1	0	0
EX_HC01609[e]	1	1	0
EX_HC01610[e]	1	1	0
EX_HC01700[e]	1	0	0
EX_HC02160[e]	1	1	0
EX_HC02161[e]	1	1	0
EX_HC02191[e]	1	0	0
EX_HC02192[e]	1	1	0
EX_HC02193[e]	1	1	0
EX_HC02195[e]	1	0	0
EX_HC02196[e]	1	0	0
EX_HC02197[e]	1	1	0
EX_HC02198[e]	1	1	0
EX_HC02203[e]	1	1	0
EX_HC02204[e]	1	1	0
EX_HC02220[e]	1	1	0
EX_hco3[e]	1	1	0
EX_hdcecrn[e]	1	0	0
EX_hdd2crn[e]	1	0	0
EX_hexdiac[e]	1	1	0
EX_hgentis[e]	1	0	0
EX_his_L[e]	1	1	0
EX_hisargcys[e]	1	1	0
EX_hisargser[e]	1	1	0
EX_hisasp[e]	1	1	0
EX_hiscyscys[e]	1	1	0
EX_hisglnala[e]	1	1	0
EX_hisglu[e]	1	1	0
EX_hisglugln[e]	1	1	0
EX_hisglylys[e]	1	1	0
EX_hishislys[e]	1	1	0
EX_hislysala[e]	1	1	0
EX_hislysglu[e]	1	1	0
EX_hislysile[e]	1	1	0
EX_hislysthr[e]	1	1	0
EX_hislysval[e]	1	1	0
EX_hismet[e]	1	1	0
EX_hismetgln[e]	1	1	0
EX_hisphearg[e]	1	1	0
EX_hisprolys[e]	1	1	0
EX_hista[e]	1	1	0
EX_histrphis[e]	1	1	0
EX_hLkynr[e]	1	1	0
EX_hmcr[e]	1	1	0
EX_hpdca[e]	1	1	0
EX_hxa[e]	1	1	0
EX_hxcoa[e]	1	1	0
EX_i[e]	1	0	0
EX_icdchol[e]	1	1	0
EX_icit[e]	1	1	0
EX_idour[e]	1	1	0
EX_idp[e]	1	1	0
EX_ile_L[e]	1	1	0
EX_ileargile[e]	1	1	0
EX_ileasnhis[e]	1	1	0
EX_ileasp[e]	1	1	0
EX_ileglnglu[e]	1	1	0
EX_ileglyarg[e]	1	1	0
EX_ileprolys[e]	1	1	0
EX_ileserarg[e]	1	1	0
EX_iletrptyr[e]	1	1	0
EX_im4ac[e]	1	1	0
EX_imp[e]	1	1	0
EX_ind3ac[e]	1	1	0
EX_inost[e]	1	1	0
EX_ins[e]	1	1	0
EX_ivcrn[e]	1	0	0
EX_k[e]	1	0	0
EX_ksi[e]	1	1	0
EX_kynate[e]	1	1	0
EX_L2aadp[e]	1	1	0
EX_lac_L[e]	1	1	0
EX_lcts[e]	1	1	0
EX_Lcyst[e]	1	1	0
EX_leu_L[e]	1	1	0
EX_leualaarg[e]	1	1	0
EX_leuasnasp[e]	1	1	0
EX_leuasplys[e]	1	1	0
EX_leuktrB4[e]	1	0	0
EX_leuktrC4[e]	1	1	0
EX_leuktrE4[e]	1	0	0
EX_leuleu[e]	1	1	0
EX_leuleutrp[e]	1	1	0
EX_leupro[e]	1	1	0
EX_leuproarg[e]	1	1	0
EX_leusertrp[e]	1	1	0
EX_leutrp[e]	1	1	0
EX_leutrparg[e]	1	1	0
EX_leutyrtyr[e]	1	1	0
EX_leuval[e]	1	1	0
EX_lgnc[e]	1	1	0
EX_Lhcystin[e]	1	1	0
EX_lipoate[e]	1	1	0
EX_Lkynr[e]	1	1	0
EX_lneldccrn[e]	1	0	0
EX_lpam[e]	1	1	0
EX_lys_L[e]	1	1	0
EX_lysargleu[e]	1	1	0
EX_lyscyshis[e]	1	1	0
EX_lysglnphe[e]	1	1	0
EX_lysgluglu[e]	1	1	0
EX_lyslyslys[e]	1	1	0
EX_lyspheile[e]	1	1	0
EX_lystrparg[e]	1	1	0
EX_lystyrile[e]	1	1	0
EX_lysvalphe[e]	1	1	0
EX_lysvaltrp[e]	1	1	0
EX_M00008[e]	1	1	0
EX_M00019[e]	1	0	0
EX_M00115[e]	1	1	0
EX_M00260[e]	1	1	0
EX_M00265[e]	1	1	0
EX_M01111[e]	1	0	0
EX_M01207[e]	1	1	0
EX_M01235[e]	1	1	0
EX_M01870[e]	1	1	0
EX_M02053[e]	1	1	0
EX_M02108[e]	1	1	0
EX_M02613[e]	1	1	0
EX_M03045[e]	1	1	0
EX_M03117[e]	1	1	0
EX_M03131[e]	1	1	0
EX_M03134[e]	1	1	0
EX_m3gacpail_prot_hs[e]	1	1	0
EX_mal_L[e]	1	1	0
EX_malt[e]	1	1	0
EX_malthp[e]	1	1	0
EX_malttr[e]	1	1	0
EX_maltttr[e]	1	1	0
EX_melatn[e]	1	1	0
EX_mercplaccys[e]	1	1	0
EX_met_L[e]	1	1	0
EX_metargleu[e]	1	1	0
EX_metasntyr[e]	1	1	0
EX_metglntyr[e]	1	1	0
EX_metglyarg[e]	1	1	0
EX_methislys[e]	1	1	0
EX_metmetile[e]	1	1	0
EX_metphearg[e]	1	1	0
EX_mettrpphe[e]	1	1	0
EX_mev_R[e]	1	1	0
EX_mg2[e]	1	1	0
EX_mhista[e]	1	1	0
EX_mi1p_D[e]	1	1	0
EX_mqn10[e]	1	1	0
EX_mqn11[e]	1	1	0
EX_mqn7[e]	1	1	0
EX_mqn8[e]	1	1	0
EX_mqn9[e]	1	1	0
EX_n2m2nmasn[e]	1	1	0
EX_n5m2masn[e]	1	1	0
EX_na1[e]	1	1	0
EX_nac[e]	1	1	0
EX_nad[e]	1	1	0
EX_nadh[e]	1	1	0
EX_ncam[e]	1	1	0
EX_nfd[e]	1	1	0
EX_nfdlac[e]	1	1	0
EX_nfdnpy[e]	1	1	0
EX_nfdoh[e]	1	1	0
EX_nh4[e]	1	1	0
EX_nicrnt[e]	1	1	0
EX_no2[e]	1	1	0
EX_no3[e]	1	1	0
EX_normete_L[e]	1	0	0
EX_nrpphr[e]	1	1	0
EX_nrvnc[e]	1	1	0
EX_o2[e]	1	1	0
EX_o2s[e]	1	0	0
EX_oaa[e]	1	1	0
EX_oagt3_hs[e]	1	1	0
EX_ocdcea[e]	1	0	0
EX_octa[e]	1	0	0
EX_oh1[e]	1	1	0
EX_orn[e]	1	1	0
EX_orot[e]	1	1	0
EX_orot5p[e]	1	1	0
EX_pac[e]	1	1	0
EX_pchol_hs[e]	1	0	0
EX_pcreat[e]	1	1	0
EX_pcrn[e]	1	0	0
EX_pe_hs[e]	1	0	0
EX_pep[e]	1	1	0
EX_peplys[e]	1	1	0
EX_pglyc_hs[e]	1	0	0
EX_phe_L[e]	1	1	0
EX_pheasnmet[e]	1	1	0
EX_pheasp[e]	1	1	0
EX_pheglnphe[e]	1	1	0
EX_pheleu[e]	1	1	0
EX_pheleuasp[e]	1	1	0
EX_pheleuhis[e]	1	1	0
EX_phelysala[e]	1	1	0
EX_phelyspro[e]	1	1	0
EX_phephe[e]	1	1	0
EX_phepheasn[e]	1	1	0
EX_phephethr[e]	1	1	0
EX_pheproarg[e]	1	1	0
EX_phesertrp[e]	1	1	0
EX_phethrlys[e]	1	1	0
EX_phetrpleu[e]	1	1	0
EX_phetyr[e]	1	1	0
EX_phetyrgln[e]	1	1	0
EX_phetyrlys[e]	1	1	0
EX_phlac[e]	1	1	0
EX_phyt[e]	1	1	0
EX_pi[e]	1	1	0
EX_pmtcrn[e]	1	0	0
EX_pnto_R[e]	1	1	0
EX_ppi[e]	1	0	0
EX_prgstrn[e]	1	1	0
EX_proargasp[e]	1	1	0
EX_proargcys[e]	1	1	0
EX_proasncys[e]	1	1	0
EX_procys[e]	1	1	0
EX_profvs[e]	1	1	0
EX_proglulys[e]	1	1	0
EX_prohis[e]	1	1	0
EX_prohistyr[e]	1	1	0
EX_proleuarg[e]	1	1	0
EX_prophe[e]	1	1	0
EX_prostgd2[e]	1	1	0
EX_prostge1[e]	1	1	0
EX_prostge2[e]	1	1	0
EX_prostgh2[e]	1	1	0
EX_protrplys[e]	1	1	0
EX_protrpthr[e]	1	1	0
EX_provalgln[e]	1	1	0
EX_ps_hs[e]	1	1	0
EX_pser_L[e]	1	1	0
EX_ptdca[e]	1	1	0
EX_ptrc[e]	1	1	0
EX_pydam[e]	1	1	0
EX_pydx[e]	1	0	0
EX_pydxn[e]	1	1	0
EX_pyr[e]	1	1	0
EX_q10[e]	1	1	0
EX_q10h2[e]	1	1	0
EX_quln[e]	1	1	0
EX_retinol[e]	1	0	0
EX_retn[e]	1	1	0
EX_retnglc[e]	1	1	0
EX_ribflv[e]	1	0	0
EX_s2l2n2m2masn[e]	1	1	0
EX_saccrp_L[e]	1	1	0
EX_sebacid[e]	1	1	0
EX_selni[e]	1	1	0
EX_serargala[e]	1	1	0
EX_serargtrp[e]	1	1	0
EX_sercysarg[e]	1	1	0
EX_serlyshis[e]	1	1	0
EX_serphelys[e]	1	1	0
EX_sertrphis[e]	1	1	0
EX_sfcys[e]	1	1	0
EX_sl_L[e]	1	1	0
EX_so3[e]	1	0	0
EX_so4[e]	1	1	0
EX_sph1p[e]	1	0	0
EX_sphgn[e]	1	1	0
EX_sphs1p[e]	1	0	0
EX_spmd[e]	1	1	0
EX_stcrn[e]	1	0	0
EX_subgly[e]	1	1	0
EX_sucsal[e]	1	1	0
EX_tag_hs[e]	1	1	0
EX_taur[e]	1	1	0
EX_tcdca3s[e]	1	0	0
EX_tchola[e]	1	1	0
EX_tcynt[e]	1	1	0
EX_tdechola[e]	1	1	0
EX_tetdec2crn[e]	1	0	0
EX_tetdece1crn[e]	1	0	0
EX_tethex3[e]	1	1	0
EX_tetpent3[e]	1	1	0
EX_tetpent6[e]	1	1	0
EX_thcholstoic[e]	1	1	0
EX_thf[e]	1	1	0
EX_thm[e]	1	0	0
EX_thr_L[e]	1	1	0
EX_thrargtyr[e]	1	1	0
EX_thrasntyr[e]	1	1	0
EX_thrglnglu[e]	1	1	0
EX_thrglntyr[e]	1	1	0
EX_thrhishis[e]	1	1	0
EX_thrilearg[e]	1	1	0
EX_thrmetarg[e]	1	1	0
EX_thrphearg[e]	1	1	0
EX_thrserarg[e]	1	1	0
EX_thrthrarg[e]	1	1	0
EX_thrtyrmet[e]	1	1	0
EX_thymd[e]	1	0	0
EX_thyox_L[e]	1	0	0
EX_tlacfvs[e]	1	1	0
EX_tmndnc[e]	1	0	0
EX_triodthy[e]	1	0	0
EX_trp_L[e]	1	1	0
EX_trpalapro[e]	1	1	0
EX_trpargala[e]	1	1	0
EX_trpaspasp[e]	1	1	0
EX_trpglngln[e]	1	1	0
EX_trpglugly[e]	1	1	0
EX_trpgluleu[e]	1	1	0
EX_trpglupro[e]	1	1	0
EX_trpglutyr[e]	1	1	0
EX_trpglyasp[e]	1	1	0
EX_trpglyleu[e]	1	1	0
EX_trpglyphe[e]	1	1	0
EX_trpglyval[e]	1	1	0
EX_trphismet[e]	1	1	0
EX_trpilelys[e]	1	1	0
EX_trpiletrp[e]	1	1	0
EX_trpleuval[e]	1	1	0
EX_trplys[e]	1	1	0
EX_trpmetarg[e]	1	1	0
EX_trpmetval[e]	1	1	0
EX_trpphe[e]	1	1	0
EX_trpproleu[e]	1	1	0
EX_trpproval[e]	1	1	0
EX_trpsertyr[e]	1	1	0
EX_trpthrglu[e]	1	1	0
EX_trpthrile[e]	1	1	0
EX_trpthrtyr[e]	1	1	0
EX_trptyrgln[e]	1	1	0
EX_trptyrtyr[e]	1	1	0
EX_trpvalasp[e]	1	1	0
EX_trypta[e]	1	1	0
EX_tststerone[e]	1	0	0
EX_tsul[e]	1	1	0
EX_ttdca[e]	1	0	0
EX_tym[e]	1	1	0
EX_tyr_L[e]	1	1	0
EX_tyrala[e]	1	1	0
EX_tyralaphe[e]	1	1	0
EX_tyrargglu[e]	1	1	0
EX_tyrargser[e]	1	1	0
EX_tyrasparg[e]	1	1	0
EX_tyrcysgly[e]	1	1	0
EX_tyrcysthr[e]	1	1	0
EX_tyrglu[e]	1	1	0
EX_tyrleuarg[e]	1	1	0
EX_tyrphetyr[e]	1	1	0
EX_tyrthr[e]	1	1	0
EX_tyrtrpphe[e]	1	1	0
EX_tyrtyr[e]	1	1	0
EX_tyrvalmet[e]	1	1	0
EX_udpglcur[e]	1	1	0
EX_ump[e]	1	1	0
EX_urate[e]	1	1	0
EX_urea[e]	1	0	0
EX_utp[e]	1	1	0
EX_val_L[e]	1	1	0
EX_valarggly[e]	1	1	0
EX_valhisasn[e]	1	1	0
EX_valleuphe[e]	1	1	0
EX_vallystyr[e]	1	1	0
EX_valphearg[e]	1	1	0
EX_valprotrp[e]	1	1	0
EX_valserarg[e]	1	1	0
EX_valtrpphe[e]	1	1	0
EX_valtrpval[e]	1	1	0
EX_valval[e]	1	1	0
EX_xan[e]	1	1	0
EX_xol27oh[e]	1	0	0
EX_xol7ah3[e]	1	1	0
EX_xol7aone[e]	1	1	0
EX_xtsn[e]	1	1	0
EX_xyl_D[e]	1	1	0
EX_xylt[e]	1	1	0
EX_xylu_D[e]	1	1	0
EX_xylu_L[e]	1	1	0
EX_zn2[e]	1	1	0
F1Ate	1	1	0
F1Ate2	1	1	0
F1Atg	1	1	0
F1PGT	1	1	0
FACOAL140i	1	0	0
FACOAL170	1	1	0
FACOAL180i	1	1	0
FACOAL181i	1	1	0
FACOAL2042	1	1	0
FACOAL245_1	1	1	0
FACOAL245_2	1	1	0
FACOAL80i	1	0	0
FADH2tx	1	1	0
FADtx	1	1	0
FAOXC101C102m	1	0	0
FAOXC102C101m	1	0	0
FAOXC10DCC8DCx	1	1	0
FAOXC11	1	1	0
FAOXC11BRC9BRx	1	1	0
FAOXC11C9m	1	1	0
FAOXC121x	1	1	0
FAOXC122C101m	1	0	0
FAOXC122m	1	0	0
FAOXC122x	1	1	0
FAOXC12DCC10DCx	1	1	0
FAOXC13BRC11BRx	1	1	0
FAOXC13C11m	1	1	0
FAOXC140	1	1	0
FAOXC141C141OHm	1	0	0
FAOXC142C122m	1	0	0
FAOXC142C122x	1	1	0
FAOXC142C142OHm	1	0	0
FAOXC14C12m	1	1	0
FAOXC14DCC12DCx	1	1	0
FAOXC150m	1	1	0
FAOXC15C13m	1	1	0
FAOXC15NADPx	1	0	0
FAOXC160	1	1	0
FAOXC16080m	1	1	0
FAOXC161802m	1	1	0
FAOXC161C161OHm	1	0	0
FAOXC162C162OHm	1	0	0
FAOXC163C142x	1	1	0
FAOXC163C164Gm	1	1	0
FAOXC163C164x	1	1	0
FAOXC163GC142m	1	1	0
FAOXC163Gm	1	1	0
FAOXC163x	1	1	0
FAOXC164C163x	1	1	0
FAOXC164GC163m	1	1	0
FAOXC16C14m	1	1	0
FAOXC16C16OHm	1	0	0
FAOXC16DCC14DCx	1	1	0
FAOXC16DCr	1	1	0
FAOXC170m	1	1	0
FAOXC17C15m	1	1	0
FAOXC1811602m	1	0	0
FAOXC1811603m	1	0	0
FAOXC181C161m	1	0	0
FAOXC181C181OHm	1	0	0
FAOXC182C182OHm	1	0	0
FAOXC183806m	1	0	0
FAOXC183C163Gm	1	1	0
FAOXC184C163m	1	1	0
FAOXC184C163x	1	1	0
FAOXC184m	1	1	0
FAOXC184x	1	1	0
FAOXC185C164m	1	1	0
FAOXC185m	1	1	0
FAOXC18C18OHm	1	0	0
FAOXC200180m	1	1	0
FAOXC204184m	1	1	0
FAOXC204C184m	1	1	0
FAOXC204C205x	1	1	0
FAOXC205C184x	1	1	0
FAOXC205C185m	1	1	0
FAOXC2242046m	1	0	0
FAOXC2251836m	1	1	0
FAOXC2252053m	1	1	0
FAOXC225C204m	1	1	0
FAOXC225C204x	1	1	0
FAOXC225C226m	1	1	0
FAOXC225C226x	1	1	0
FAOXC225m	1	1	0
FAOXC225x	1	1	0
FAOXC226	1	1	0
FAOXC226205m	1	1	0
FAOXC226C205m	1	1	0
FAOXC226C225m	1	1	0
FAOXC226C225x	1	1	0
FAOXC226C227m	1	1	0
FAOXC226m	1	1	0
FAOXC227C226m	1	1	0
FAOXC3DC	1	0	0
FAOXC5C3x	1	1	0
FAOXC5C5DCc	1	0	0
FAOXC5C5OHm	1	0	0
FAOXC5OHc	1	0	0
FAOXC61C4m	1	1	0
FAOXC6DCC4DCx	1	1	0
FAOXC7C5m	1	1	0
FAOXC80	1	1	0
FAOXC9C7m	1	1	0
FATP1t	1	0	0
FATP2t	1	1	0
FATP3t	1	1	0
FATP4t	1	1	0
FATP5t	1	1	0
FATP6t	1	1	0
FATP7t	1	1	0
FATP8t	1	1	0
FATP9t	1	1	0
FBA	1	1	0
FBA4	1	1	0
FCOAH	1	1	0
FDPte	1	1	0
FE2DMT1	1	1	0
FERO	1	1	0
FK	1	1	0
FldAct	1	0	0
FOAXC122C101x	1	1	0
FOLOAT1tc	1	1	0
FOLOAT2tc	1	1	0
FOLOATPtc	1	1	0
FOLt2	1	1	0
FOLt2le	1	1	0
FOLTle	1	1	0
FORMCOAtx	1	1	0
FPGS4	1	0	0
FPGS5	1	0	0
FPGS6	1	1	0
FPGS8	1	1	0
FPGS9	1	1	0
FRDPtc	1	1	0
FRDPtcr	1	1	0
FRDPtr	1	1	0
FRUt4	1	0	0
FT	1	1	0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte	1	0	0
FUCASE2ly	1	1	0
FUCtly	1	1	0
FUM	1	1	0
FUMAC	1	0	0
FUMm	1	1	0
FUMSO3tm	1	1	0
FUMSO4tm	1	1	0
FUMtm	1	1	0
FUMtr	1	1	0
FUMTSULtm	1	1	0
FVSCOAhc	1	1	0
FVSCOAitx	1	1	0
FVShc	1	1	0
FVSitr	1	1	0
FVSitx	1	1	0
FVStep	1	1	0
FVStu	1	1	0
G3PD1	1	0	0
G5SADrm	1	0	0
G6PDH1rer	1	1	0
G6PDH2rer	1	1	0
GA1tl	1	1	0
GABABGTtc	1	1	0
GACMTRc	1	1	0
GALASE10ly	1	1	0
GALASE11ly	1	1	0
GALASE12ly	1	1	0
GALASE13ly	1	1	0
GALASE14ly	1	1	0
GALASE15ly	1	1	0
GALASE1ly	1	1	0
GALASE3ly	1	1	0
GALASE4ly	1	1	0
GALASE5ly	1	1	0
GALASE6ly	1	1	0
GALASE7ly	1	1	0
GALASE8ly	1	1	0
GALASE9ly	1	1	0
GALGLUSIDEtg	1	1	0
GALGT1	1	0	0
GALGT3	1	0	0
GALGT4	1	0	0
GALK	1	0	0
GALNACT1g	1	1	0
GALNACT2g	1	1	0
GALNACT3g	1	1	0
GALNACT4g	1	1	0
GALNACT5g	1	1	0
GALOR	1	1	0
GALT	1	1	0
GALt1r	1	1	0
GALt2_2	1	1	0
GALT2g	1	1	0
GALt4	1	1	0
GALTg	1	1	0
GALTt	1	1	0
GALU	1	1	0
GAMt1r	1	1	0
GAO2	1	1	0
GAPD	1	1	0
GARFT	1	1	0
GASNASE2ly	1	1	0
GASNASE3ly	1	1	0
GASNASEly	1	1	0
GBA2e	1	1	0
GBSIDEte	1	1	0
GCALDD	1	1	0
GCC2cm	1	0	0
GCHOLAt	1	1	0
GD1Btl	1	1	0
GD1Cte	1	0	0
GD1Ctg	1	0	0
GD3tg	1	0	0
GFUCS	1	0	0
GGH_10FTHF5GLUe	1	1	0
GGH_10FTHF5GLUl	1	1	0
GGH_10FTHF6GLUe	1	1	0
GGH_10FTHF6GLUl	1	1	0
GGH_10FTHF7GLUe	1	1	0
GGH_10FTHF7GLUl	1	1	0
GGH_5DHFe	1	1	0
GGH_5DHFl	1	1	0
GGH_5THFe	1	1	0
GGH_5THFl	1	1	0
GGH_6DHFe	1	1	0
GGH_6DHFl	1	1	0
GGH_6THFe	1	1	0
GGH_6THFl	1	1	0
GGH_7DHFe	1	1	0
GGH_7DHFl	1	1	0
GGH_7THFe	1	1	0
GGH_7THFl	1	1	0
GGT6	1	0	0
GHMT2r	1	0	0
GHMT2rm	1	1	0
GHMT3	1	1	0
GLACO	1	1	0
GLACter	1	0	0
GLCAASE1ly	1	1	0
GLCAASE4ly	1	1	0
GLCAASE7ly	1	1	0
GLCAE2g	1	1	0
GLCAT2g	1	1	0
GLCAT3g	1	1	0
GLCAT4g	1	1	0
GLCAT5g	1	1	0
GLCAT6g	1	1	0
GLCAT7g	1	1	0
GLCAT8g	1	1	0
GLCAT9g	1	1	0
GLCATg	1	1	0
GLCNACASE1ly	1	1	0
GLCNACASE2ly	1	1	0
GLCNACASE3ly	1	1	0
GLCNACASE4ly	1	1	0
GLCNACASE5ly	1	1	0
GLCNACDASg	1	1	0
GLCNACT1g	1	1	0
GLCNACT2g	1	1	0
GLCNACT3g	1	1	0
GLCNACT4g	1	1	0
GLCNACT5g	1	1	0
GLCNte	1	0	0
GLCRt1	1	1	0
GLCt1r	1	1	0
GLCt2_2	1	1	0
GLCt4	1	1	0
GLCURtly	1	1	0
GLCURtr	1	1	0
GLDBRAN	1	1	0
GLNASNGLNr	1	1	0
GLNASNGLNt	1	1	0
GLNHISHISr	1	1	0
GLNHISHISt	1	1	0
GLNHISLYSr	1	1	0
GLNHISLYSt	1	1	0
GLNLASEer	1	0	0
