del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization	RxnFormula
10FTHF7GLUtl	-8.8208458885454e-05	-0.000654489089461209	Transport, lysosomal		NA	intercompartmental	
10FTHFtl	-8.8208458885454e-05	-0.000654489089461209	Transport, lysosomal		NA	intercompartmental	
2HBO	-0.00159098517205198	-3.44800004633513e-12	Propanoate metabolism	92483.1 or 3948.2 or 55293.1 or (3945.1 and 3939.1) or 3939.1 or 160287.1 or 3945.1 or 3948.1	NA	[c]	
2HBt2	0.00262130058927874	0.17627666322538	Transport, extracellular	9123.1 or 9194.1 or 6566.1	NA	intercompartmental	
2HCO3_NAt	0.00385629961459539	0.318765339699377	Transport, extracellular	57835.3 or 8671.1 or 57835.2 or 57835.1 or 57835.4	NA	intercompartmental	
2OXOADOXm	0.000171564349418963	-0.000721798918905241	Lysine metabolism	(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1)	lysine metabolism	[m]	
2OXOADPTm	0.00091932559056136	-0.00549771301958096	Tryptophan metabolism	89874.1	NA	intercompartmental	
34DHPHAMT	0.00258701582285543	0.000826077611455508	Tyrosine metabolism	1312.1 or 1312.2	NA	[c]	
34DHPHEt	0.00210386469227415	1.94012857737656e-14	Transport, extracellular	117247.1	NA	intercompartmental	
34DHPLACOX_NADP_	-0.00129487653845823	-0.0125850599646678	Tyrosine metabolism	222.1 or 221.1 or 218.1	NA	[c]	
34DHXMANDACOX	0.003722205956053	0.418162578750567	Tyrosine metabolism	221.1 or 218.1 or 220.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
34DHXMANDACOX_NADP_	0.003722205956053	0.418162578750567	Tyrosine metabolism	221.1 or 222.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
34HPLFM	-0.000533940099274028	-0.00278973351858974	Ubiquinone synthesis		NA	[m]	
3AIBTm	0.0031229035612117	0.000534025208809558	Valine, leucine, and isoleucine metabolism	18.1 or 18.2	3-aminoisobutyrate transaminase, mitochondria	[m]	
3AIBtmi	0.0031229035612117	0.000534025208809558	Transport, mitochondrial	18.1 or 18.2	NA	intercompartmental	
3DSPHR	-0.00125544296481055	-0.0426171978693948	Sphingolipid metabolism	2531.1	new to recon	[c]	
3HBCDm	0.000602006971150165	-1.70619959304613e-11	Butanoate metabolism	55268.1	lysine metabolism	[m]	
3HBCOAHLm	0.00111940392917194	-0.00148393381380518	Valine, leucine, and isoleucine metabolism		valine metabolism	[m]	
3MOPt2im	0.00217278302961645	0.00100865530767244	Transport, mitochondrial		NA	intercompartmental	
3MOX4HOXPGALDOX	0.00397359335769412	0.663442312831081	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
3MOX4HOXPGALDOX_NADP_	0.00397359335769412	0.663442312831081	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
3SALAASPm	-0.00419728971790116	-0.0309538639035024	Transport, mitochondrial	10165.1 or 8604.1	NA	intercompartmental	
3SALATAi	-0.00274986224236162	-0.00112819714012365	Methionine and cysteine metabolism	2805.1	cysteine metabolism	[c]	
3SALATAim	-0.00690825641853926	-0.000488515273481857	Methionine and cysteine metabolism	2806.1	NA	[m]	
3SPYRSP	-0.00274986224236162	-0.00112819714012365	Methionine and cysteine metabolism		cysteine metabolism	[c]	
3SPYRSPm	-0.00690825641853926	-0.000488515273481857	Methionine and cysteine metabolism		NA	[m]	
4ABUTtm	0.00306881439723577	0.0386452020559359	Transport, mitochondrial		NA	intercompartmental	
4HGLSDm	0.000423872717006541	-0.413169308299483	Arginine and proline metabolism	8659.1 or 8659.2	NA	[m]	
5ADTSTSTERONESte	0.00237068377404005	1.83576333881804e-13	Transport, extracellular		NA	intercompartmental	
5ADTSTSTERONEte	0.00237068377404005	1.83576333881804e-13	Transport, extracellular		NA	intercompartmental	
5AOPtm	-0.00149682741168295	-0.0101905365604583	Heme synthesis		NA	intercompartmental	
5HLTDL	0.00237068377404005	1.83576333881804e-13	Tryptophan metabolism	1644.1	tryptophan degradation, cytosol/ tryptophan decarboxylase	[c]	
5MTHFt	-0.00300369116180117	-0.157714487416805	Transport, extracellular	2348.5 or 2348.3 or 2348.1 or 2348.6 or 2352.1 or 2348.4 or 2348.2	NA	intercompartmental	
5MTHFt2	0.00934061102970968	2.81472509974553	Transport, extracellular	6573.1 or 6573.2	NA	intercompartmental	
7DHCHSTEROLtr	-0.00169695067213999	-0.0233177513214611	Transport, endoplasmic reticular		NA	intercompartmental	
7DHFtl	-8.8188263005473e-05	-0.000615903901611545	Transport, lysosomal		NA	intercompartmental	
7THFtl	-0.000414397603186378	-0.00056352930999483	Transport, lysosomal		NA	intercompartmental	
A_MANASEly	0.00228281880232502	1.28984866550151e-13	N-glycan degradation	4125.1	NA	[l]	
A4GALTg	0.00218763542131411	7.08285938275803e-14	Sphingolipid metabolism	53947.1	NA	[g]	
AATAi	-0.00039610498814612	-0.0038651603713729	Lysine metabolism	51166.1 or 51166.2	NA	[c]	
ABTArm	0.00306881439723577	0.0386452020559359	Glutamate metabolism	18.1 or 18.2	GABA aminotransferase	[m]	
ABTD	0.00237068377404005	1.83576333881804e-13	Pentose phosphate pathway		NA	[c]	
ABUTt2rL	0.00213289896395894	0.000164042155347016	Transport, lysosomal	206358.1	NA	intercompartmental	
ABUTt4_2_r	-0.00677519400810305	-0.157006080039677	Transport, extracellular	6529.1 or 6538.1 or 6540.1 or 6539.1	NA	intercompartmental	
ACACT10m	0.00179250849237493	-0.000291439203284441	Valine, leucine, and isoleucine metabolism	38.1 or 3032.1 or 10449.1	isoleucine metabolism	[m]	
ACACT1rm	-0.0018265229734254	-0.0331721499808851	Tryptophan metabolism	(3030.1 and 3032.1) or 38.1	NA	[m]	
ACACT1x	0.0156956982662186	3.21831803000811	Cholesterol metabolism	39.1	NA	[x]	
ACACt2m	0.000498857516193057	-0.0273528444884522	Transport, mitochondrial	6566.1	NA	intercompartmental	
ACACT4p	0.000846071738180394	-0.000354270064794176	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT5p	-0.000298408569913709	-3.12461129400979e-05	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT6p	-0.00064760725063879	-0.00097796953178385	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT7p	-0.00064760725063879	-0.00097796953178385	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT8p	-0.000564493812392107	-0.000334266734622259	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT9p	-0.0126057659554703	-0.037472061008189	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACtx	-0.00155216638738581	-0.0356993417344447	Transport, peroxisomal		NA	intercompartmental	
ACCOACm	-0.00521293474407586	-0.144828591401597	Fatty acid oxidation	32.1	fatty acid synthesis & elongation	[m]	
ACCOAtn	0.000305895223379329	-0.177702189643892	Transport, nuclear		NA	intercompartmental	
ACGALtly	0.00211327105003972	2.53841917113092e-14	Transport, lysosomal		NA	intercompartmental	
ACGAM6PSi	-0.0109073033571489	-0.0514320947193772	Aminosugar metabolism	64841.1	amino sugar metabolism	[c]	
ACGAMK	0.00213289896382967	0.000164042154993616	Aminosugar metabolism	55577.1	NA	[c]	
ACGAMPM	-0.00750695662094469	-0.0586156525429605	Aminosugar metabolism	5238.1	amino sugar metabolism	[c]	
ACGAMtly	2.92380223677259e-05	-0.405097993145473	Transport, lysosomal		NA	intercompartmental	
ACGPID	0.00752605229368125	0.0168649847406007	Phosphatidylinositol phosphate metabolism	9487.1	NA	[c]	
ACGSm	-0.00327868556350054	-0.00288425861635866	Urea cycle	162417.1	NA	[m]	
ACHtn	0.000305895223379329	-0.177702189643892	Transport, nuclear		NA	intercompartmental	
ACNACNGAL14ACGLCGALGLUSIDEte	0.00138496793613843	-4.36754229366239e-13	Transport, extracellular		NA	intercompartmental	
ACNACNGAL14ACGLCGALGLUSIDEtg	0.00203761814232012	-2.14406801799093e-14	Transport, golgi apparatus		NA	intercompartmental	
ACNACNGALGBSIDEte	0.00218763542131411	7.08285938275803e-14	Transport, extracellular		NA	intercompartmental	
ACNACNGALGBSIDEtg	0.00218763542131411	7.08285938275803e-14	Transport, golgi apparatus		NA	intercompartmental	
ACNAMlt	0.00213289896386286	0.000164042155084484	Transport, lysosomal	26503.1	NA	intercompartmental	
ACNAMtn	-0.00353719888140683	-0.000165835198719301	Transport, nuclear		NA	intercompartmental	
ACNMLr	0.0020007703109254	-4.44320933559511e-14	Aminosugar metabolism		NA	[c]	
ACOAD10m	0.000600803608674653	-0.00340941507588844	Valine, leucine, and isoleucine metabolism	36.1 or 34.1	isoleucine metabolism	[m]	
ACOAD1fm	0.000800274088291075	-0.00035130831715976	Butanoate metabolism	80724.1 or 36.1 or 35.1 or 34.1 or 84129.1 or 27034.1 or 28976.1	NA	[m]	
ACOAD8m	0.0141345744794477	9.58841199523073e-12	Valine, leucine, and isoleucine metabolism	3712.1	leucine metabolism	[m]	
ACOAD9m	0.00257431691732929	0.00255072621365412	Valine, leucine, and isoleucine metabolism	34.1 or 27034.1	valine metabolism	[m]	
ACOAO7p	-0.000446981961913304	-0.0012006759901717	Fatty acid oxidation	51.1 or 51.2	betaoxidation	[x]	
ACONTm	-0.000294421679510673	-0.100778483987337	Citric acid cycle	50.1 or 48.1	TCA cycle, mitochondria	[m]	
ACP1_FMN_	-0.00275909933429405	-0.0999706463398099	Vitamin B2 metabolism	52.1 or 52.3 or 52.2 or 55.1 or 51205.1 or 54.1	vitamin b2 metabolism	[c]	
ACS2	0.00863204208944525	0.00137986047281416	Propanoate metabolism	55902.1 or 65985.1 or 55902.2	fatty acid activation, cytosol	[c]	
ACt2m	0.00512877890474567	0.0726033959960149	Transport, mitochondrial		NA	intercompartmental	
ACtg	0.00148488340683251	-3.94534448280622e-13	Transport, golgi apparatus		NA	intercompartmental	
ADK3	-0.00388525831468402	-1.65037643356892	Nucleotide interconversion	26289.1 or 26289.2	purine synthesis, cytosol	[c]	
ADK3m	-0.00575496697716411	-0.00211187255319442	Nucleotide interconversion	50808.1	purine synthesis, cytosol	[m]	
ADKd	-0.00218514245147701	-0.457214960242724	Nucleotide interconversion	26289.2 or 26289.1	purine synthesis, cytosol	[c]	
ADNCYC	-0.170953000598193	-0.0824723477838162	Nucleotide interconversion	112.1 or 55811.1 or 109.1 or 112.2 or 114.1 or 108.1 or 113.1 or 107.1 or 196883.1 or 115.1 or 111.1	purine synthesis, cytosol	[c]	
ADNtm	-0.00264216483462692	-0.00653226911991929	Transport, mitochondrial	2030.1	NA	intercompartmental	
ADPMAN	0.00237068377404005	1.83576333881804e-13	Nucleotide interconversion	11164.1	NA	[c]	
ADPtx	1.50479812746857e-06	-0.297030505563564	Transport, peroxisomal		NA	intercompartmental	
ADRNCOAtx	0.00223681127124899	1.0390794421048e-13	Transport, peroxisomal		NA	intercompartmental	
ADRNCPT1	0.00223681127124899	1.0390794421048e-13	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	carnitine shuttle	[c]	
ADRNCPT2	0.00223681127124899	1.0390794421048e-13	Fatty acid oxidation	1376.1	carnitine shuttle	[m]	
ADRNCRNt	-6.50728080167383e-05	-0.111438596155033	Fatty acid oxidation	788.1 or 788.1	carnitine shuttle	intercompartmental	
ADRNt	0.010751605034916	0.173228340677326	Transport, extracellular		NA	intercompartmental	
ADSK	0.00209652026614953	6.5942238576101e-05	Nucleotide interconversion	9060.1 or 9061.1	NA	[c]	
ADSL1	-0.000706627710971097	-0.156030937852684	Nucleotide interconversion	158.1 or 158.2	purine synthesis, cytosol	[c]	
ADSL2	-0.000902083180298954	-0.0205482605844342	Purine synthesis	158.1 or 158.2	purine synthesis, cytosol	[c]	
AG13T16g	0.0308962540692112	0.00855176128552613	Keratan sulfate synthesis	79369.1 or 10678.1 or 11041.1 or 146712.1 or 374907.1 or 93010.1 or 374907.2 or 10678.2 or 10331.1	NA	[g]	
AG13T17g	0.0308962540692112	0.00855176128552613	Keratan sulfate synthesis	10678.2 or 11041.1 or 10678.1 or 374907.2 or 93010.1 or 374907.1 or 146712.1 or 79369.1 or 10331.1	NA	[g]	
AG13T18g	0.0308962540692112	0.00855176128552613	Keratan sulfate synthesis	10678.2 or 11041.1 or 10678.1 or 374907.2 or 93010.1 or 374907.1 or 146712.1 or 79369.1 or 10331.1	NA	[g]	
AG13T1g	-0.00437485362428712	-0.00124887655508127	Keratan sulfate synthesis	11041.1 or 10678.1 or 93010.1 or 374907.2 or 374907.1 or 146712.1 or 10331.1 or 10678.2 or 79369.1	NA	[g]	
AG13T2g	-0.00437485362428712	-0.00124887655508127	Keratan sulfate synthesis	79369.1 or 374907.1 or 11041.1 or 146712.1 or 374907.2 or 93010.1 or 10331.1 or 10678.1 or 10678.2	NA	[g]	
AG13T3g	-0.00437485362428712	-0.00124887655508127	Keratan sulfate synthesis	10331.1 or 11041.1 or 374907.2 or 10678.1 or 79369.1 or 374907.1 or 10678.2 or 93010.1 or 146712.1	NA	[g]	
AGMTm	0.00237068377404005	1.83576333881804e-13	Arginine and proline metabolism	79814.1	NA	[m]	
AGPAT1	0.00237068377404005	1.83576333881804e-13	Triacylglycerol synthesis	10555.1 or 137964.1 or 56895.1 or 56894.2 or 56894.1 or 55326.1 or 10554.1 or 129642.1	triglyceride synthesis, cytosol	[c]	
AHCYStr	0.00248579029166936	0.00403154766936768	Transport, endoplasmic reticular		NA	intercompartmental	
AHEXASE2ly	0.00237068377404005	1.83576333881804e-13	N-glycan degradation	3073.1 or 3074.1 or (3073.1 and 3074.1)	NA	[l]	
AHEXASEly	0.00237068377404005	1.83576333881804e-13	N-glycan degradation	3073.1 or 3074.1 or (3073.1 and 3074.1)	NA	[l]	
AIRCr	-0.000902083180298954	-0.0205482605844342	Purine synthesis	10606.1	purine synthesis, cytosol	[c]	
AKGDm	-3.27590031172818e-05	-0.00393583524055525	Citric acid cycle	( 4967.2 and 1738.1 and 8050.1 and 1743.1 ) or ( 4967.1 and 1738.1 and 8050.1 and 1743.1 )	TCA cycle, mitochondria	[m]	
AKGMALtm	0.00767586617736818	2.42364355889173	Transport, mitochondrial	8402.1 or 1468.1	malate-aspartate shuttle	intercompartmental	
AKGt4_3	0.0141991697131096	6.87112547644391	Transport, extracellular	64849.1 or 64849.2	NA	intercompartmental	
AKGtp	0.00869895878984355	2.50761881868185	Transport, peroxisomal		NA	intercompartmental	
AKR1C41	-0.00153678832926378	-0.692752363841236	Bile acid synthesis	1109.1	bile acid synthesis, cytosol	[c]	
AKR1C42	-0.000546595550093242	-0.831019838386928	Bile acid synthesis	1109.1	bile acid synthesis, cytosol	[c]	
ALADGLNexR	-0.00092222666821299	-0.916091953283211	Transport, extracellular	56301.1 and 6520.1	NA	intercompartmental	
ALADGLYexR	-0.00163686378384242	-1.01843650520825	Transport, extracellular	56301.1 and 6520.1	NA	intercompartmental	
ALAGLNexR	-0.000270063227052121	-0.168156027425166	Transport, extracellular	6520.1 and 56301.1	NA	intercompartmental	
ALAGLYexR	-0.000534341217553494	-0.58327614482211	Transport, extracellular	56301.1 and 6520.1	NA	intercompartmental	
ALASm	-3.595111041313e-05	-0.250632216282558	Glycine, serine, alanine, and threonine metabolism	212.1 or 23464.1 or 211.2 or 211.1	heme synthesis	[m]	
ALAt4	-0.00445917483874439	-0.251877098449391	Transport, extracellular	54407.1 or 6542.1 or 11254.1 or 6541.1 or 81539.1 or 55089.1 or 84889.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1)	NA	intercompartmental	
ALATA_L	0.000989402640153038	-0.0776947860462947	Glutamate metabolism	2875.1 or 84706.1	alanine transaminase, cytosol	[c]	
ALAtN1	0.00279918842488352	0.282728278108212	Transport, extracellular	92745.1 or 10991.1	NA	intercompartmental	
ALCD21_D	0.000499388886571871	-0.862400110564818	Pyruvate metabolism	127.1 or 284273.2 or 125.1 or 128.1 or 131.1 or (125.1 and 124.1) or 124.1 or 130.1 or 137872.1 or (125.1 and 126.1) or (126.1 and 124.1) or 284273.1 or 126.1	NA	[c]	
ALCD21_L	0.00340683572525293	0.00494802407850853	Pyruvate metabolism	130.1 or 125.1 or 125.1 and 124.1 or 128.1 or 126.1 or 284273.2 or 137872.1 or 127.1 or 124.1 or (126.1 and 124.1) or 284273.1 or (125.1 and 126.1) or 131.1	NA	[c]	
