del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization	RxnFormula
10FTHF5GLUtm	0.0322211445529134	0.025243238753227	Transport, mitochondrial		NA	intercompartmental	
10FTHF7GLUtl	0.0322211445529134	0.025243238753227	Transport, lysosomal		NA	intercompartmental	
10FTHFtl	0.0322211445529134	0.025243238753227	Transport, lysosomal		NA	intercompartmental	
10FTHFtm	0.00388715407341303	-0.0543989827234133	Transport, mitochondrial		NA	intercompartmental	
2HBO	0.0159209032168145	0.00607401465181005	Propanoate metabolism	92483.1 or 3948.2 or 55293.1 or (3945.1 and 3939.1) or 3939.1 or 160287.1 or 3945.1 or 3948.1	NA	[c]	
2HCO3_NAt	-0.00142664112617448	-0.552513801783332	Transport, extracellular	57835.3 or 8671.1 or 57835.2 or 57835.1 or 57835.4	NA	intercompartmental	
2MCITt	0.00993981894258105	0.00242911433525484	Transport, extracellular		NA	intercompartmental	
2OXOADOXm	0.0367104464054924	0.0141799999864703	Lysine metabolism	(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1)	lysine metabolism	[m]	
2OXOADPTm	0.0365454963067856	0.0653470249717125	Tryptophan metabolism	89874.1	NA	intercompartmental	
34DHOXPEGOX	0.349849276146032	0.000788957607326658	Tyrosine metabolism	130.1 or 127.1 or (125.1 and 124.1) or 131.1 or (126.1 and 124.1) or 128.1 or 137872.1 or (125.1 and 126.1)	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
34DHOXPEGt	0.349849276146032	0.000788957607326658	Transport, extracellular		tyrosine metabolism, cytosol/ degradation of catechoamines	intercompartmental	
34DHPHAMT	0.0129388658452723	0.00329817311299544	Tyrosine metabolism	1312.1 or 1312.2	NA	[c]	
34DHPHEt	0.349767094156969	0.000788927517471849	Transport, extracellular	117247.1	NA	intercompartmental	
34DHPLACOX	0.0109204924454445	1.12129900036978	Tyrosine metabolism	218.1 or 222.1 or 220.1 or 221.1	NA	[c]	
34DHPLACOX_NADP_	0.0109215218839404	1.12453637111026	Tyrosine metabolism	222.1 or 221.1 or 218.1	NA	[c]	
34DHXMANDACOX	0.0102338462411753	0.323037952151007	Tyrosine metabolism	221.1 or 218.1 or 220.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
34DHXMANDACOX_NADP_	0.0102338462410164	0.323037952141719	Tyrosine metabolism	221.1 or 222.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
34HPLFM	0.00167318758450801	-0.00205797013613347	Ubiquinone synthesis		NA	[m]	
3AIBTm	0.0114818527465152	0.0051678719455015	Valine, leucine, and isoleucine metabolism	18.1 or 18.2	3-aminoisobutyrate transaminase, mitochondria	[m]	
3AIBtmi	0.0114818527465152	0.0051678719455015	Transport, mitochondrial	18.1 or 18.2	NA	intercompartmental	
3DSPHR	0.0249522574793029	0.000581998369775348	Sphingolipid metabolism	2531.1	new to recon	[c]	
3HBCDm	0.349828105759827	0.000788936532233768	Butanoate metabolism	55268.1	lysine metabolism	[m]	
3HBCOAHLm	0.0214984605437744	0.00974411738694378	Valine, leucine, and isoleucine metabolism		valine metabolism	[m]	
3MOX4HOXPGALDOX	0.0111309524209497	0.791940858423357	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
3MOX4HOXPGALDOX_NADP_	0.0111309524209497	0.791940858423357	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
3SALAASPm	0.0152565176947003	0.0225974816340761	Transport, mitochondrial	10165.1 or 8604.1	NA	intercompartmental	
3SALATAi	-0.00108932071352225	-0.00103074856086321	Methionine and cysteine metabolism	2805.1	cysteine metabolism	[c]	
3SALATAim	-0.0011057872401955	-0.00154833085868483	Methionine and cysteine metabolism	2806.1	NA	[m]	
3SPYRSP	-0.00108932071352225	-0.00103074856086321	Methionine and cysteine metabolism		cysteine metabolism	[c]	
3SPYRSPm	-0.0011057872401955	-0.00154833085868483	Methionine and cysteine metabolism		NA	[m]	
4ABUTtm	0.0297522216573064	0.124933797783377	Transport, mitochondrial		NA	intercompartmental	
4HGLSDm	0.317203576998496	22.3325187474845	Arginine and proline metabolism	8659.1 or 8659.2	NA	[m]	
4HOXPACDOX_NADP_	0.00989573496951447	0.273999993603933	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	NA	[c]	
4MOPt2im	0.0137457730316882	0.0402989493573641	Transport, mitochondrial		NA	intercompartmental	
5ADTSTSTERONESte	0.34991051793702	0.000788937500185474	Transport, extracellular		NA	intercompartmental	
5ADTSTSTERONEte	0.34991051793702	0.000788937500185474	Transport, extracellular		NA	intercompartmental	
5AOPtm	-0.004304630576459	-0.102383568528947	Heme synthesis		NA	intercompartmental	
5FTHFt2	0.34991051793702	0.000788937500185474	Transport, extracellular	6573.1 or 6573.2	NA	intercompartmental	
5MTHFt	-0.000876653897934229	-0.938960286385953	Transport, extracellular	2348.5 or 2348.3 or 2348.1 or 2348.6 or 2352.1 or 2348.4 or 2348.2	NA	intercompartmental	
5MTHFt2	-0.000876653897934229	-0.938960286385953	Transport, extracellular	6573.1 or 6573.2	NA	intercompartmental	
7DHCHSTEROLtr	0.00400750534137886	-0.00155751401050512	Transport, endoplasmic reticular		NA	intercompartmental	
7DHFtl	0.00177648506924737	-0.00158587195287569	Transport, lysosomal		NA	intercompartmental	
7THFtl	0.00149584896175093	-0.00157854296749664	Transport, lysosomal		NA	intercompartmental	
A_MANASEly	0.349819384925179	0.000788936626684684	N-glycan degradation	4125.1	NA	[l]	
A4GALTg	0.349857929788455	0.000788934159822584	Sphingolipid metabolism	53947.1	NA	[g]	
AACTOOR	0.34991051793702	0.000788937500185474	Glycine, serine, alanine, and threonine metabolism	8639.1	NA	[c]	
AATAi	0.0309721981733071	0.0117555523697269	Lysine metabolism	51166.1 or 51166.2	NA	[c]	
ABTArm	0.0297522216573064	0.124933797783377	Glutamate metabolism	18.1 or 18.2	GABA aminotransferase	[m]	
ABTti	0.34991051793702	0.000788937500185474	Transport, extracellular		NA	intercompartmental	
ABUTt2rL	-0.00199680529097485	-0.000213283393932603	Transport, lysosomal	206358.1	NA	intercompartmental	
ABUTt4_2_r	-0.000821814435437412	-0.445243478405035	Transport, extracellular	6529.1 or 6538.1 or 6540.1 or 6539.1	NA	intercompartmental	
ACACT10m	0.00524610409959487	0.000728016106272312	Valine, leucine, and isoleucine metabolism	38.1 or 3032.1 or 10449.1	isoleucine metabolism	[m]	
ACACT1rm	0.0239609649592559	0.0949275737683746	Tryptophan metabolism	(3030.1 and 3032.1) or 38.1	NA	[m]	
ACACT1x	0.0291054629532344	0.000703494132103514	Cholesterol metabolism	39.1	NA	[x]	
ACACt2m	0.0221897700736166	0.116754669733622	Transport, mitochondrial	6566.1	NA	intercompartmental	
ACACT4p	0.0529098669317474	0.000747783866121619	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT5p	0.303700320864028	0.000787556798158728	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT6p	0.133318642605655	0.000777267541649359	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT7p	0.303008398978829	0.000787681904726268	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT8p	0.349906769484405	0.00078894043447168	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT9p	0.349837814985273	0.000788936825021164	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACtx	0.00291736432211895	-0.00211030191817367	Transport, peroxisomal		NA	intercompartmental	
ACALDtm	0.0625403592906003	0.0702079682133756	Transport, mitochondrial		NA	intercompartmental	
ACCOAtn	8.38880182497265e-06	-0.409769617864608	Transport, nuclear		NA	intercompartmental	
ACCOAtr	0.000635130750744152	-0.260043297160471	Transport, endoplasmic reticular	9197.1	NA	intercompartmental	
ACGALtly	0.349879310818446	0.00078893549196563	Transport, lysosomal		NA	intercompartmental	
ACGAM6PSi	0.34991051793702	0.000788937500185474	Aminosugar metabolism	64841.1	amino sugar metabolism	[c]	
ACGAMPM	0.34991051793702	0.000788937500185474	Aminosugar metabolism	5238.1	amino sugar metabolism	[c]	
ACGAMtly	3.6797551398964e-05	-0.0928007019906799	Transport, lysosomal		NA	intercompartmental	
ACGPID	0.34990037557229	0.000788940517091064	Phosphatidylinositol phosphate metabolism	9487.1	NA	[c]	
ACGSm	0.0524148404695884	0.0103163539592314	Urea cycle	162417.1	NA	[m]	
ACHtn	8.38880182497265e-06	-0.409769617864608	Transport, nuclear		NA	intercompartmental	
ACNACNGAL14ACGLCGALGLUSIDEte	0.349828102450604	0.000788937397684269	Transport, extracellular		NA	intercompartmental	
ACNACNGAL14ACGLCGALGLUSIDEtg	0.349826321949592	0.000788936890550862	Transport, golgi apparatus		NA	intercompartmental	
ACNACNGALGBSIDEte	0.349857929788455	0.000788934159822584	Transport, extracellular		NA	intercompartmental	
ACNACNGALGBSIDEtg	0.349857929788455	0.000788934159822584	Transport, golgi apparatus		NA	intercompartmental	
ACNAMlt	0.350218187356894	0.000788952167123721	Transport, lysosomal	26503.1	NA	intercompartmental	
ACNAMtn	0.0104251245836823	0.00530171674022065	Transport, nuclear		NA	intercompartmental	
ACNMLr	0.349938636529764	0.000788932446725111	Aminosugar metabolism		NA	[c]	
ACOAD10m	0.00973777450242706	0.000650978013534153	Valine, leucine, and isoleucine metabolism	36.1 or 34.1	isoleucine metabolism	[m]	
ACOAD1fm	0.0204713391830663	0.000608627638270346	Butanoate metabolism	80724.1 or 36.1 or 35.1 or 34.1 or 84129.1 or 27034.1 or 28976.1	NA	[m]	
ACOAD8m	0.0117711162459036	0.0033827245047224	Valine, leucine, and isoleucine metabolism	3712.1	leucine metabolism	[m]	
ACOAD9m	0.0315875450101494	0.0556908322489503	Valine, leucine, and isoleucine metabolism	34.1 or 27034.1	valine metabolism	[m]	
ACOAO7p	0.00358700067616467	-0.000488218502520584	Fatty acid oxidation	51.1 or 51.2	betaoxidation	[x]	
ACONTm	-0.000663884890354913	-0.740970346214078	Citric acid cycle	50.1 or 48.1	TCA cycle, mitochondria	[m]	
ACP1_FMN_	-5.36570658538356e-06	-0.0328535987656131	Vitamin B2 metabolism	52.1 or 52.3 or 52.2 or 55.1 or 51205.1 or 54.1	vitamin b2 metabolism	[c]	
ACS2	0.020594583053832	0.000909288021430609	Propanoate metabolism	55902.1 or 65985.1 or 55902.2	fatty acid activation, cytosol	[c]	
ACt2m	0.0187158086756341	0.041417089492138	Transport, mitochondrial		NA	intercompartmental	
ACt2r	0.00234564945933172	-0.0772816884996664	Transport, extracellular		NA	intercompartmental	
ACtg	0.349900372995926	0.000788940516846788	Transport, golgi apparatus		NA	intercompartmental	
ADAe	-0.000430408755236491	-0.00324554287095044	Purine catabolism	100.1	purine catabolism, cytosol	[e]	
ADK3	-0.0046258791292147	-0.163565121254118	Nucleotide interconversion	26289.1 or 26289.2	purine synthesis, cytosol	[c]	
ADK3m	-0.00111949469785645	-0.0148935004018451	Nucleotide interconversion	50808.1	purine synthesis, cytosol	[m]	
ADKd	0.00214327177360837	-0.0498837952890818	Nucleotide interconversion	26289.2 or 26289.1	purine synthesis, cytosol	[c]	
