del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization
10FTHF5GLUtl	0.110063331029741	0.00432870767460615	Transport, lysosomal		NA	intercompartmental
10FTHF7GLUtl	0.110542717832551	0.00433594219044397	Transport, lysosomal		NA	intercompartmental
10FTHFtl	0.10971094657254	0.00433296815930059	Transport, lysosomal		NA	intercompartmental
10FTHFtm	-0.00865404231100539	-2.38717229062136	Transport, mitochondrial		NA	intercompartmental
13DAMPPOX	0.11053355396259	0.00433505955213326	Beta-Alanine metabolism	8639.1 or 26.1 or 314.2 or 314.1	NA	[c]
2AMACHYD	0.110533554036198	0.00433505955290545	Glycine, serine, alanine, and threonine metabolism	10993.1	glycine metabolism	[c]
2HBO	0.109904326803872	0.00432833763708755	Propanoate metabolism	92483.1 or 3948.2 or 55293.1 or (3945.1 and 3939.1) or 3939.1 or 160287.1 or 3945.1 or 3948.1	NA	[c]
2HBt2	0.0327839582295081	0.0813664699374216	Transport, extracellular	9123.1 or 9194.1 or 6566.1	NA	intercompartmental
2HCO3_NAt	0.00588075181946261	-0.461054230893439	Transport, extracellular	57835.3 or 8671.1 or 57835.2 or 57835.1 or 57835.4	NA	intercompartmental
2OXOADOXm	0.110533554036198	0.00433505955290545	Lysine metabolism	(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1)	lysine metabolism	[m]
2OXOADPTm	0.110533553967178	0.00433505955215001	Tryptophan metabolism	89874.1	NA	intercompartmental
34DHOXPEGOX	0.110533553903939	0.00433505955149257	Tyrosine metabolism	130.1 or 127.1 or (125.1 and 124.1) or 131.1 or (126.1 and 124.1) or 128.1 or 137872.1 or (125.1 and 126.1)	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
34DHOXPEGt	0.110533553903939	0.00433505955149257	Transport, extracellular		tyrosine metabolism, cytosol/ degradation of catechoamines	intercompartmental
34DHPHAMT	0.110085218766193	0.00433065926603039	Tyrosine metabolism	1312.1 or 1312.2	NA	[c]
34DHPHEt	0.110533553962229	0.0043350595521659	Transport, extracellular	117247.1	NA	intercompartmental
34DHPLACOX	0.00106429903834106	-0.459710107639513	Tyrosine metabolism	218.1 or 222.1 or 220.1 or 221.1	NA	[c]
34DHPLACOX_NADP_	0.000609401112999836	-0.473647448864111	Tyrosine metabolism	222.1 or 221.1 or 218.1	NA	[c]
34DHXMANDACOX_NADP_	0.110533553903939	0.00433505955149257	Tyrosine metabolism	221.1 or 222.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
34HPLFM	0.0944881860763788	0.00438523402199194	Ubiquinone synthesis		NA	[m]
3DSPHR	0.109620036650567	0.00432598909815896	Sphingolipid metabolism	2531.1	new to recon	[c]
3HBCDm	0.110533554029743	0.00433505955278297	Butanoate metabolism	55268.1	lysine metabolism	[m]
3HBCOAHLm	0.061378180696291	0.00453488830347639	Valine, leucine, and isoleucine metabolism		valine metabolism	[m]
3MOBt2im	0.0885847429654761	0.00429224937334424	Transport, mitochondrial		NA	intercompartmental
3MOX4HOXPGALDOX	-7.7140400240183e-05	-0.531789527367166	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
3MOX4HOXPGALDOX_NADP_	-7.7140400240183e-05	-0.531789527367166	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
3SALAASPm	0.0896655107968332	0.00408354593356438	Transport, mitochondrial	10165.1 or 8604.1	NA	intercompartmental
3SALATAi	0.110533553967171	0.0043350595521361	Methionine and cysteine metabolism	2805.1	cysteine metabolism	[c]
3SALATAim	0.109389391495799	0.00431853952434777	Methionine and cysteine metabolism	2806.1	NA	[m]
3SPYRSP	0.110533553967171	0.0043350595521361	Methionine and cysteine metabolism		cysteine metabolism	[c]
3SPYRSPm	0.109389391495799	0.00431853952434777	Methionine and cysteine metabolism		NA	[m]
4ABUTtm	0.106797501303308	0.00436496000463925	Transport, mitochondrial		NA	intercompartmental
4HGLSDm	0.332514906002309	4.25287251501389	Arginine and proline metabolism	8659.1 or 8659.2	NA	[m]
4HOXPACDOX_NADP_	-0.00127477574200452	-0.985758408991197	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	NA	[c]
5ADTSTSTERONESte	0.110533554036198	0.00433505955290545	Transport, extracellular		NA	intercompartmental
5ADTSTSTERONEte	0.110533554036198	0.00433505955290545	Transport, extracellular		NA	intercompartmental
5AOPtm	0.104175571360033	0.00433528853557793	Heme synthesis		NA	intercompartmental
5MTHFt	0.00600919164976816	-0.144294642018039	Transport, extracellular	2348.5 or 2348.3 or 2348.1 or 2348.6 or 2352.1 or 2348.4 or 2348.2	NA	intercompartmental
5MTHFt2	0.00737679773817873	-0.43496596342697	Transport, extracellular	6573.1 or 6573.2	NA	intercompartmental
5THFtm	0.109431240741926	0.00432486276570737	Transport, mitochondrial		NA	intercompartmental
7DHCHSTEROLtr	0.0629894116643389	0.00342774468622404	Transport, endoplasmic reticular		NA	intercompartmental
7DHFtl	0.110571485839864	0.00433671382002106	Transport, lysosomal		NA	intercompartmental
7THFtl	0.110103435216195	0.00432615221834832	Transport, lysosomal		NA	intercompartmental
A_MANASEly	0.11053355396647	0.00433505955213891	N-glycan degradation	4125.1	NA	[l]
A4GALTg	0.110533553969822	0.00433505955214226	Sphingolipid metabolism	53947.1	NA	[g]
AATAi	0.110533553967178	0.00433505955215001	Lysine metabolism	51166.1 or 51166.2	NA	[c]
ABTArm	0.106797501303308	0.00436496000463925	Glutamate metabolism	18.1 or 18.2	GABA aminotransferase	[m]
ABTD	0.110533554036198	0.00433505955290545	Pentose phosphate pathway		NA	[c]
ABUTt2rL	0.0255606096956905	0.00226214587523845	Transport, lysosomal	206358.1	NA	intercompartmental
ABUTt4_2_r	0.00787748611856005	-0.380452187182257	Transport, extracellular	6529.1 or 6538.1 or 6540.1 or 6539.1	NA	intercompartmental
ACACT10m	0.0307592744395947	0.0024467524528066	Valine, leucine, and isoleucine metabolism	38.1 or 3032.1 or 10449.1	isoleucine metabolism	[m]
ACACT1rm	0.0227573415594212	0.00141015463119115	Tryptophan metabolism	(3030.1 and 3032.1) or 38.1	NA	[m]
ACACT1x	0.0962357316710739	0.00424466555566945	Cholesterol metabolism	39.1	NA	[x]
ACACt2m	0.0813038699688369	0.00402049422323858	Transport, mitochondrial	6566.1	NA	intercompartmental
ACACT4p	-0.0223863527062422	-0.0319808642589279	Fatty acid oxidation	30.1	betaoxidation	[x]
ACACT5p	0.109916726050705	0.00433344870289771	Fatty acid oxidation	30.1	betaoxidation	[x]
ACACT6p	0.109916726047609	0.00433344870286376	Fatty acid oxidation	30.1	betaoxidation	[x]
ACACT7p	0.109916726047609	0.00433344870286376	Fatty acid oxidation	30.1	betaoxidation	[x]
ACACT8p	0.00326410524830984	-0.00425361901514035	Fatty acid oxidation	30.1	betaoxidation	[x]
ACACT9p	0.11053355396723	0.00433505955213954	Fatty acid oxidation	30.1	betaoxidation	[x]
ACACtx	0.0818386343681773	0.00396485504447321	Transport, peroxisomal		NA	intercompartmental
ACALDtm	0.107757805725985	0.00430726127287658	Transport, mitochondrial		NA	intercompartmental
ACCOAtn	-0.000229189000990836	-1.00588656614607	Transport, nuclear		NA	intercompartmental
ACETONEt2	0.0332969846524939	0.00535663675338845	Transport, extracellular	6566.1 or 9123.1 or 9194.1	NA	intercompartmental
ACETONEt2m	0.0332969846524939	0.00535663675338845	Transport, mitochondrial	6566.1	NA	intercompartmental
ACGALK	0.110585295673186	0.00433511951687615	Aminosugar metabolism		NA	[c]
ACGALtly	0.11053355396631	0.00433505955212218	Transport, lysosomal		NA	intercompartmental
ACGAMK	0.00699931328515846	-0.0438240516332461	Aminosugar metabolism	55577.1	NA	[c]
ACGAMPM	0.00699931328515846	-0.0438240516332461	Aminosugar metabolism	5238.1	amino sugar metabolism	[c]
ACGAMtly	0.000923298624612498	-0.462995002399797	Transport, lysosomal		NA	intercompartmental
ACGPID	0.110533553936065	0.00433505955191014	Phosphatidylinositol phosphate metabolism	9487.1	NA	[c]
ACHtn	-0.000229189000990836	-1.00588656614607	Transport, nuclear		NA	intercompartmental
ACN23ACNGALGBSIDEte	0.110533553969822	0.00433505955214226	Transport, extracellular		NA	intercompartmental
ACN23ACNGALGBSIDEtg	0.110533553969822	0.00433505955214226	Transport, golgi apparatus		NA	intercompartmental
ACNAMlt	-0.000424126749580401	-0.0656666753112913	Transport, lysosomal	26503.1	NA	intercompartmental
ACNAMtn	0.0433100568674473	0.00383201396261976	Transport, nuclear		NA	intercompartmental
ACNGALACGLCGAL14ACGLCGALGLUSIDEte	0.110533554075379	0.00433505955321784	Transport, extracellular		NA	intercompartmental
ACNMLr	0.110533553967652	0.00433505955213423	Aminosugar metabolism		NA	[c]
ACOAD10m	0.0307592744395184	0.00244675245279395	Valine, leucine, and isoleucine metabolism	36.1 or 34.1	isoleucine metabolism	[m]
ACOAD1fm	0.0161235254704326	-0.0015806224215019	Butanoate metabolism	80724.1 or 36.1 or 35.1 or 34.1 or 84129.1 or 27034.1 or 28976.1	NA	[m]
ACOAD8m	0.00730521391122462	-0.00455407463943847	Valine, leucine, and isoleucine metabolism	3712.1	leucine metabolism	[m]
ACOAD9m	0.0473365084045267	0.00880233552524901	Valine, leucine, and isoleucine metabolism	34.1 or 27034.1	valine metabolism	[m]
ACOAO7p	0.109916726047609	0.00433344870286376	Fatty acid oxidation	51.1 or 51.2	betaoxidation	[x]
ACONTm	0.0211540583561979	-0.0133274551144225	Citric acid cycle	50.1 or 48.1	TCA cycle, mitochondria	[m]
ACP1_FMN_	0.110933276785672	0.00434749286268769	Vitamin B2 metabolism	52.1 or 52.3 or 52.2 or 55.1 or 51205.1 or 54.1	vitamin b2 metabolism	[c]
ACS2	0.110533554016183	0.00433505955266335	Propanoate metabolism	55902.1 or 65985.1 or 55902.2	fatty acid activation, cytosol	[c]
ACt2m	0.0710128357290066	0.00372586500760419	Transport, mitochondrial		NA	intercompartmental
ACt2r	0.0345940205150994	0.245300130050276	Transport, extracellular		NA	intercompartmental
ACtg	0.110533553969483	0.00433505955216741	Transport, golgi apparatus		NA	intercompartmental
ADA	0.107247747370093	0.00429527037890641	Purine catabolism	100.1	purine catabolism, cytosol/ adenosine deamianse	[c]
ADCim	0.0332969846524939	0.00535663675338845	Propanoate metabolism		ketogenesis	[m]
ADK1m	-0.00420147306829331	-0.806434651800089	Nucleotide interconversion	205.3 or 205.1 or 204.1 or 204.3 or 204.2 or 205.2	adenylate kinase	[m]
ADK3	-0.0014893397780402	-0.999169837453061	Nucleotide interconversion	26289.1 or 26289.2	purine synthesis, cytosol	[c]
ADK3m	0.00920580764209165	-0.360589202466452	Nucleotide interconversion	50808.1	purine synthesis, cytosol	[m]
ADKd	0.00898216182220164	-0.113924109880136	Nucleotide interconversion	26289.2 or 26289.1	purine synthesis, cytosol	[c]
ADNCYC	0.0695046120802097	0.00380020084806381	Nucleotide interconversion	112.1 or 55811.1 or 109.1 or 112.2 or 114.1 or 108.1 or 113.1 or 107.1 or 196883.1 or 115.1 or 111.1	purine synthesis, cytosol	[c]
ADNtm	-0.00451461507606271	-0.0154752056903017	Transport, mitochondrial	2030.1	NA	intercompartmental
ADPtx	-0.00742518307275442	-0.705437046601994	Transport, peroxisomal		NA	intercompartmental
ADRNCOAtx	0.110533553975446	0.00433505955224227	Transport, peroxisomal		NA	intercompartmental
ADRNCPT1	0.109595283852889	0.00433734764284066	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	carnitine shuttle	[c]
ADRNCPT2	0.109595283852889	0.0043373476428552	Fatty acid oxidation	1376.1	carnitine shuttle	[m]
ADRNCRNt	-0.00268509536472075	-0.210700570480913	Fatty acid oxidation	788.1 or 788.1	carnitine shuttle	intercompartmental
ADRNt	0.00465766017160046	-0.445392752093791	Transport, extracellular		NA	intercompartmental
ADSK	0.0192556060308083	-0.00997752576990676	Nucleotide interconversion	9060.1 or 9061.1	NA	[c]
ADSL1	0.110130282669663	0.00433310839036055	Nucleotide interconversion	158.1 or 158.2	purine synthesis, cytosol	[c]
