del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization
10FTHF7GLUtl	0.19027938404383	2.99138822540096	Transport, lysosomal		NA	intercompartmental
10FTHFtl	0.19027938404383	2.99138822540096	Transport, lysosomal		NA	intercompartmental
10FTHFtm	0.0155549225529555	0.406013792053555	Transport, mitochondrial		NA	intercompartmental
13DAMPPOX	0.190517124653013	2.98902540818668	Beta-Alanine metabolism	8639.1 or 26.1 or 314.2 or 314.1	NA	[c]
2HBO	0.190576016433283	2.98952064518008	Propanoate metabolism	92483.1 or 3948.2 or 55293.1 or (3945.1 and 3939.1) or 3939.1 or 160287.1 or 3945.1 or 3948.1	NA	[c]
2HBt2	0.104543412389625	2.18731956339785	Transport, extracellular	9123.1 or 9194.1 or 6566.1	NA	intercompartmental
2HCO3_NAt	0.180494028103597	3.03285171760743	Transport, extracellular	57835.3 or 8671.1 or 57835.2 or 57835.1 or 57835.4	NA	intercompartmental
2MCITt	0.190245563056076	2.99122265832934	Transport, extracellular		NA	intercompartmental
2OXOADOXm	0.190454113687354	2.98942743245103	Lysine metabolism	(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1)	lysine metabolism	[m]
2OXOADPTm	0.18774871736845	2.98882794818837	Tryptophan metabolism	89874.1	NA	intercompartmental
34DHOXPEGOX	0.190576016433283	2.98952064518005	Tyrosine metabolism	130.1 or 127.1 or (125.1 and 124.1) or 131.1 or (126.1 and 124.1) or 128.1 or 137872.1 or (125.1 and 126.1)	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
34DHOXPEGt	0.190576016433283	2.98952064518005	Transport, extracellular		tyrosine metabolism, cytosol/ degradation of catechoamines	intercompartmental
34DHPHAMT	0.190576016433264	2.98952064518013	Tyrosine metabolism	1312.1 or 1312.2	NA	[c]
34DHPHEt	0.190576016433268	2.98952064518011	Transport, extracellular	117247.1	NA	intercompartmental
34DHPLACOX	0.0380328736494297	2.10276121040986	Tyrosine metabolism	218.1 or 222.1 or 220.1 or 221.1	NA	[c]
34DHPLACOX_NADP_	0.0380295538331026	2.10674166496769	Tyrosine metabolism	222.1 or 221.1 or 218.1	NA	[c]
34DHXMANDACOX_NADP_	0.190576016433283	2.98952064518005	Tyrosine metabolism	221.1 or 222.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
34HPLFM	0.188093303374787	2.98722760649726	Ubiquinone synthesis		NA	[m]
3AIBTm	0.190576016433283	2.98952064518007	Valine, leucine, and isoleucine metabolism	18.1 or 18.2	3-aminoisobutyrate transaminase, mitochondria	[m]
3AIBtmi	0.190576016433283	2.98952064518007	Transport, mitochondrial	18.1 or 18.2	NA	intercompartmental
3DSPHR	0.185188903406159	2.98226931701306	Sphingolipid metabolism	2531.1	new to recon	[c]
3HBCDm	0.190576016433281	2.98952064518009	Butanoate metabolism	55268.1	lysine metabolism	[m]
3HBCOAHLm	0.189079659031456	2.98863694506374	Valine, leucine, and isoleucine metabolism		valine metabolism	[m]
3MOX4HOXPGALDOX	0.190576016433283	2.98952064518005	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
3SALAASPm	0.188330259919636	2.98971437423467	Transport, mitochondrial	10165.1 or 8604.1	NA	intercompartmental
3SALATAi	0.190576016433288	2.98952064518007	Methionine and cysteine metabolism	2805.1	cysteine metabolism	[c]
3SALATAim	0.190667811391553	2.98992706123314	Methionine and cysteine metabolism	2806.1	NA	[m]
3SPYRSP	0.190576016433288	2.98952064518007	Methionine and cysteine metabolism		cysteine metabolism	[c]
3SPYRSPm	0.190667811391553	2.98992706123314	Methionine and cysteine metabolism		NA	[m]
4ABUTtm	0.106855562478989	2.44724032755148	Transport, mitochondrial		NA	intercompartmental
4HGLSDm	0.112619919692021	2.72391347681868	Arginine and proline metabolism	8659.1 or 8659.2	NA	[m]
4HOXPACDOX_NADP_	0.133059252308087	2.92257465412983	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	NA	[c]
5ADTSTSTERONESte	0.190576016433283	2.98952064518005	Transport, extracellular		NA	intercompartmental
5ADTSTSTERONEte	0.190576016433283	2.98952064518005	Transport, extracellular		NA	intercompartmental
5FTHFt2	0.190576016433283	2.98952064518005	Transport, extracellular	6573.1 or 6573.2	NA	intercompartmental
5MTHFt	0.178125158935574	2.94981539664702	Transport, extracellular	2348.5 or 2348.3 or 2348.1 or 2348.6 or 2352.1 or 2348.4 or 2348.2	NA	intercompartmental
5MTHFt2	0.108644533005408	2.617455317938	Transport, extracellular	6573.1 or 6573.2	NA	intercompartmental
5THFtm	0.189818677925551	2.9873954224699	Transport, mitochondrial		NA	intercompartmental
6DHFtl	0.190380278597275	2.98884225754111	Transport, lysosomal		NA	intercompartmental
6DHFtm	0.189986522619622	2.988089514822	Transport, mitochondrial		NA	intercompartmental
7DHCHSTEROLtr	0.182434815558519	2.97522421032053	Transport, endoplasmic reticular		NA	intercompartmental
7DHFtl	0.190562958081255	2.98951981920108	Transport, lysosomal		NA	intercompartmental
7THFtl	0.190068831059038	2.98911006144855	Transport, lysosomal		NA	intercompartmental
A_MANASEly	0.190576016433277	2.98952064518002	N-glycan degradation	4125.1	NA	[l]
A4GALTg	0.190576016433286	2.98952064517958	Sphingolipid metabolism	53947.1	NA	[g]
AASAD3m	0.190217658825764	2.99106864875083	Lysine metabolism		lysine metabolism, mitochondria	[m]
AATAi	0.189515937960851	2.98926049351455	Lysine metabolism	51166.1 or 51166.2	NA	[c]
ABO9g	0.190576016433282	2.98952064518005	Blood group synthesis	28.1	NA	[g]
ABTArm	0.106855562478989	2.44724032755148	Glutamate metabolism	18.1 or 18.2	GABA aminotransferase	[m]
ABTD	0.190576016433283	2.98952064518005	Pentose phosphate pathway		NA	[c]
ABUTt2rL	0.190475801742824	2.98860494547117	Transport, lysosomal	206358.1	NA	intercompartmental
ABUTt4_2_r	0.0646939290315344	1.00168308862866	Transport, extracellular	6529.1 or 6538.1 or 6540.1 or 6539.1	NA	intercompartmental
ACACT10m	0.187774894697563	2.98782424029826	Valine, leucine, and isoleucine metabolism	38.1 or 3032.1 or 10449.1	isoleucine metabolism	[m]
ACACT1rm	0.108706103741051	2.82247932853919	Tryptophan metabolism	(3030.1 and 3032.1) or 38.1	NA	[m]
ACACT1x	0.190576016433281	2.98952064518004	Cholesterol metabolism	39.1	NA	[x]
ACACt2m	0.188831806196218	2.99655755257962	Transport, mitochondrial	6566.1	NA	intercompartmental
ACACT4p	0.162670062572782	2.95137791798325	Fatty acid oxidation	30.1	betaoxidation	[x]
ACACT5p	0.190576016433287	2.98952064518011	Fatty acid oxidation	30.1	betaoxidation	[x]
ACACT6p	0.19057601643334	2.98952064518054	Fatty acid oxidation	30.1	betaoxidation	[x]
ACACT7p	0.19057601643334	2.98952064518054	Fatty acid oxidation	30.1	betaoxidation	[x]
ACACT8p	0.190576016433279	2.98952064518002	Fatty acid oxidation	30.1	betaoxidation	[x]
ACACT9p	0.19057601643328	2.98952064518008	Fatty acid oxidation	30.1	betaoxidation	[x]
ACACtx	0.179466161082281	2.96349300896017	Transport, peroxisomal		NA	intercompartmental
ACALDtm	0.190267896630426	2.98996027283223	Transport, mitochondrial		NA	intercompartmental
ACCOAtn	0.103790551309101	2.81736992654158	Transport, nuclear		NA	intercompartmental
ACETONEt2	0.144314321948127	2.94544600359521	Transport, extracellular	6566.1 or 9123.1 or 9194.1	NA	intercompartmental
ACETONEt2m	0.144314321948127	2.94544600359521	Transport, mitochondrial	6566.1	NA	intercompartmental
ACGALtly	0.190576016433289	2.98952064518009	Transport, lysosomal		NA	intercompartmental
ACGAM6PSi	0.190576016433283	2.98952064518005	Aminosugar metabolism	64841.1	amino sugar metabolism	[c]
ACGAMPM	0.190576016433283	2.98952064518005	Aminosugar metabolism	5238.1	amino sugar metabolism	[c]
ACGAMtly	0.103088319671703	2.8147947855013	Transport, lysosomal		NA	intercompartmental
ACGPID	0.190576016433375	2.98952064518038	Phosphatidylinositol phosphate metabolism	9487.1	NA	[c]
ACHtn	0.103790551309101	2.81736992654158	Transport, nuclear		NA	intercompartmental
ACN23ACNGALGBSIDEte	0.190576016433286	2.98952064517958	Transport, extracellular		NA	intercompartmental
ACN23ACNGALGBSIDEtg	0.190576016433286	2.98952064517958	Transport, golgi apparatus		NA	intercompartmental
ACNAMlt	0.19057601643329	2.98952064518007	Transport, lysosomal	26503.1	NA	intercompartmental
ACNGALACGLCGAL14ACGLCGALGLUSIDEte	0.19057601643328	2.98952064518005	Transport, extracellular		NA	intercompartmental
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg	0.190576016433286	2.98952064518004	Transport, golgi apparatus		NA	intercompartmental
ACNMLr	0.190576016433297	2.98952064518014	Aminosugar metabolism		NA	[c]
ACOAD10m	0.18951305393154	2.98543368019081	Valine, leucine, and isoleucine metabolism	36.1 or 34.1	isoleucine metabolism	[m]
ACOAD1fm	0.190559791969608	2.98937719319175	Butanoate metabolism	80724.1 or 36.1 or 35.1 or 34.1 or 84129.1 or 27034.1 or 28976.1	NA	[m]
ACOAD8m	0.190570700956198	2.9895382064215	Valine, leucine, and isoleucine metabolism	3712.1	leucine metabolism	[m]
ACOAD9m	0.18882718252576	2.98280200113979	Valine, leucine, and isoleucine metabolism	34.1 or 27034.1	valine metabolism	[m]
ACOAO7p	0.19057601643334	2.98952064518054	Fatty acid oxidation	51.1 or 51.2	betaoxidation	[x]
ACONTm	0.0429967516714766	2.27295617859759	Citric acid cycle	50.1 or 48.1	TCA cycle, mitochondria	[m]
ACP1_FMN_	0.190168534698331	2.98654445549544	Vitamin B2 metabolism	52.1 or 52.3 or 52.2 or 55.1 or 51205.1 or 54.1	vitamin b2 metabolism	[c]
ACS2	0.19054504321927	2.98954370459204	Propanoate metabolism	55902.1 or 65985.1 or 55902.2	fatty acid activation, cytosol	[c]
ACt2m	0.186238790241393	2.9832039118272	Transport, mitochondrial		NA	intercompartmental
ACt2r	0.143240056884173	5.79521131409189	Transport, extracellular		NA	intercompartmental
ACtg	0.190576016433249	2.98952064517996	Transport, golgi apparatus		NA	intercompartmental
ADCim	0.144314321948127	2.94544600359521	Propanoate metabolism		ketogenesis	[m]
ADEt	0.184400627193538	2.97600279801397	Transport, extracellular	3177.1	NA	intercompartmental
ADK1m	0.0199445694967311	0.834577178832212	Nucleotide interconversion	205.3 or 205.1 or 204.1 or 204.3 or 204.2 or 205.2	adenylate kinase	[m]
ADK3	0.0423639136094897	1.72517230642807	Nucleotide interconversion	26289.1 or 26289.2	purine synthesis, cytosol	[c]
ADK3m	0.0363144737627674	2.29821430648378	Nucleotide interconversion	50808.1	purine synthesis, cytosol	[m]
ADKd	0.146785755053313	2.88701113629904	Nucleotide interconversion	26289.2 or 26289.1	purine synthesis, cytosol	[c]
ADMDC	0.186939546410218	2.98184727591313	Arginine and proline metabolism	262.1	polyamine metabolism	[c]
ADNCYC	0.190398595389614	2.98953904700462	Nucleotide interconversion	112.1 or 55811.1 or 109.1 or 112.2 or 114.1 or 108.1 or 113.1 or 107.1 or 196883.1 or 115.1 or 111.1	purine synthesis, cytosol	[c]
ADNt	0.113730326551846	2.52504884724155	Transport, extracellular	3177.1 or 2030.1	NA	intercompartmental
ADNtm	0.169623913911122	2.92572546972246	Transport, mitochondrial	2030.1	NA	intercompartmental
ADPMAN	0.190576016433283	2.98952064518005	Nucleotide interconversion	11164.1	NA	[c]
ADPtx	0.0538381506797773	2.54253667411953	Transport, peroxisomal		NA	intercompartmental
ADRNCOAtx	0.181406304035972	2.98256378416896	Transport, peroxisomal		NA	intercompartmental
ADRNCPT1	0.190134011722534	2.98834107232008	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	carnitine shuttle	[c]
