Objective,FSR_SKO_1,FSR_SKO_2,FSR_SKO_3,FSR_SKO_4,FSR_SKO_5,FSR_SKO_6,FSR_SKO_7,FSR_SKO_8,FSR_SKO_9,FSR_SKO_10,FSR_SKO_11,FSR_SKO_12,FSR_SKO_13,FSR_SKO_14,FSR_CKO_ALL
'PCHOL2OLE_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOL2PALM_HSPLA2',1,1,1,0.999999999999999,1,1,1,1,1,1.02777777777778,1,1,1,1,Inf
'PCHOL2PALM_HSte',1,1,1,1,1,1,1,1,1,1.02777777777778,1,1,1,1,Inf
'PCHOL2STE_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOL2STE_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLAR_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLAR_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLDEIC_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLDET_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLDOC_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLDOC_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLEIC_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLET_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLHEP_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLHEP_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLLINL_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLLINL_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLMYR_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLMYR_HsABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN15_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN15_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN1836_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN1836_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN183_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN183_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN19_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN19_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN201_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN201_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN203_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN203_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN204_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN204_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN205_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN205_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN224_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN224_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN2254_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN2254_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN225_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN225_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN226_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN24_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN261_HSPLA2',1,1,1,0.999999999999999,1,1,1,1,1,1.02777777777778,1,1,1,1,Inf
'PCHOLN261_HSte',1,1,1,1,1,1,1,1,1,1.02777777777778,1,1,1,1,Inf
'PCHOLN264_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLN281_HSPLA2',1,1,1,0.999999999999999,1,1,1,1,1,1.02777777777778,1,1,1,1,Inf
'PCHOLN281_HSte',1,1,1,1,1,1,1,1,1,1.02777777777778,1,1,1,1,Inf
'PCHOLN28_HSPLA2',1,1,1,0.999999999999999,1,1,1,1,1,1.02777777777778,1,1,1,1,Inf
'PCHOLN28_HSte',1,1,1,1,1,1,1,1,1,1.02777777777778,1,1,1,1,Inf
'PCHOLOLE_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLOLE_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLPALME-HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLPALME_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLPALM_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLPm_hs',1,1.00061935608777,1,Inf,1,1,1,1,1,1.01281270160536,Inf,1,1,1,Inf
'PCHOLSTE_HSABCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOLSTE_HSPLA2',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PCHOL_HStg',1,1.00062321604753,1,Inf,1,1,1,1,1,1.01113974293371,Inf,1,1,1,Inf
'PCt',1,1,1,1,1,1,1,1,1,1.16666666666667,1,1,0.999999999999994,0.999999999999994,Inf
'PE12_HSABCt',1,1,1,1,1,1,1,1,1,1.01181102362205,1,1,1,1,Inf
'PE14_HSABCt',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PE15_HSABCt',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PE161_HSABCt',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PE17_HSABCt',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PE203_HSABCt',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PE203_HSPLA2',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PE224_HSPLA2',1,1,1,1,1,1,1,1,1,1.01185770750988,1,1,1,1,Inf
'PE224_HSte',1,1,1,1,1,1,1,1,1,1.01185770750987,1,1,1,1,Inf
'PE226_HSABCt',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PE226_HSPLA2',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PE2LINL_HSABCt',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PE2LINL_HSPLA2',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PEAR_HSABCt',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PEAR_HSPLA2',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PEDH12_HSPLA2',1,1,1,1,1,1,1,1,1,1.01181102362205,1,1,1,1,Inf
'PEDH13_HSPLA2',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PEDH14_HSPLA2',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PEDH15_HSPLA2',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PEDH161_HSPLA2',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PEDH17_HSPLA2',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PEDH203_HSABCt',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PEDH203_HSPLA2',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'PELINETH',1,1,1,1,1,1,1,1,1,1.01181102362205,1,1,1,1,Inf
'PELINL_HSABCt',1,1,1,1,1,1,1,1,1,1.01181102362205,1,1,1,1,Inf
'PELINL_HSPLA2',1,1,1,1,1,1,1,1,1,1.01181102362205,1,1,1,1,Inf
'PELPALM_HSABCt',1,1,1,1,1,1,1,1,1,1.01181102362205,1,1,1,1,Inf
'PEOLE_HSABCt',1,1,1,1,1,1,1,1,1,1.01181102362205,1,1,1,1,Inf
'PEOLE_HSPLA2',1,1,1,1,1,1,1,1,1,1.01181102362205,1,1,1,1,Inf
'PEPALM',1,1,1,1,1,1,1,1,1,1.01181102362205,1,1,1,1,Inf
'PEPALM_HSASBCt',1,0.999999999999999,1,1,1,1,1,1,1,1.02752293577982,1,0.999999999999999,1,1,Inf
'PEPALM_HSPLA2',1,1,1,1,1,1,1,1,1,1.01181102362205,1,1,1,1,Inf
'PETOHMm_hs',1,1.00061935608777,1,Inf,1,1,1,1,1,1.01281270160536,Inf,1,1,1,Inf
'PGLYCtm',1,1.00062321604722,1,Inf,1,1,1,1,1,1.01113974293353,Inf,1,1,1,Inf
'PGPPT',0.999999999999998,1.0006232160474,0.999999999999998,Inf,0.999999999999999,1,0.999999999999998,0.999999999999999,0.999999999999999,1.01113974293374,Inf,0.999999999999999,1,1,Inf
'PGPP_hs',1,1.00062321604741,1,Inf,1,1,1,1,1,1.01113974293374,Inf,1,1,1,Inf
'PGP_hs_tm',1,1.00061935608788,1,Inf,1,1,1,1,1,1.01281270160546,Inf,1,1,1,Inf
'PI45PLC',1,1,1,Inf,1,1,Inf,1.2,1,4.4,Inf,1,1,1,Inf
'PI4P5K',1,1,1,1,1,Inf,1,1,1,1,1,1,1,1,Inf
'PI4PLC',1,1,1,Inf,1.25,1,1,1,1,5.25,Inf,1,1,1,Inf
'PI5P3K',1,1,1,Inf,1,1,1,1,1,3.83333333333333,Inf,1,1,1,Inf
'PI5P4K',1,1,1,Inf,1,1,1,1,1,4.4,Inf,1,1,1,Inf
'PIK3',1,1,1,Inf,1,1,1,1,1,3.83333333333333,Inf,1,1,1,Inf
'PIK4',1,1,1,Inf,Inf,1,1,1,1,5.25,Inf,1,1,1,Inf
'PIK5',1,1,1,Inf,1,1,1,1,1,4.4,Inf,1,1,1,Inf
'PIPLC',Inf,1,1,Inf,1,1,1,1,1,6.66666666666667,Inf,1,1,1,Inf
'PLA2_2',1,1,1,1,1,1,1,1,1,1.17647058823529,1,1,1,1,Inf
'PLA2_2e',1,1,1,1,1,1,1,1,1,1.16666666666667,1,1,1,1,Inf
'PMEVKc',1,1,1,1,1,1,1,1,1,1.02777777777778,1,1,1,1,Inf
'PMEVKx',1,0.999999999999999,1,1,1,1,1,1,1,1.0001457645001,1,1,1,1,Inf
'PMTCOAFABP1tc',1,1,1,1,1,1,1,1,1,1.0118577075099,1,1,1,1,Inf
'PSDm_hs',1,1.00061935608777,1,Inf,1,1,1,1,1,1.01281270160536,Inf,1,1,1,Inf
'PSFLIPm',1,1.00061935608777,1,Inf,1,1,1,1,1,1.01281270160536,Inf,1,1,1,Inf
'PSSA1_hs',1,1,1,1,1,1,1,1,1,1.1764705882353,1,0.999999999999998,1,1,Inf
'PSSA2_hs',1,1,1,1,1,1,1,1,1,1.17647058823529,1,1,1,1,Inf
'Pe13_HSABCt',1,1,1,1,0.999999999999999,1,1,0.999999999999999,1,1.01181102362205,1,1,1,1,Inf
'RE0453N',1,1.00750469043152,1,1.71517532224795,1,1,1,1,1,1,1.71517532224795,1,1,1,2.02709839344953
'RE2407C',1,1,1,1,1,1,1,1,1,1.02777777777778,1,1,1,1,Inf
'RE2410C',1,1,1,1,1,1,1,1,1,1.02777777777778,1,1,1,1,Inf
'RE3136C',1,1,1,1,1,1,1,1,1,1.02777777777778,1,1,1,1,Inf
'RE3286C',0.999999999999998,1,1,0.999999999999998,1,1,1,1,1,1.02752293577981,0.999999999999998,0.999999999999998,1,1,Inf
'RETH2',1,1,1,1,1,1,1,1,1,1.01714285714286,0.999999999999999,1,1,1,Inf
'RETI1',1,1,1,1,1,1,1,1,1,1.01714285714285,1,1,1,1,Inf
'RETNGLCt',1,1,1,1,1,1,1,1,1,1.01714285714286,0.999999999999999,1,1,1,Inf
'RETNGLCtr',1,1,1,1,1,1,1,1,1,1.01714285714286,0.999999999999999,1,1,1,Inf
'RTOTAL2FATPc',1,1,1,1,1,1,1,1,1,1.16666666666667,1,1,1,1,Inf
'RTOTAL3CRNCPT1',1,1.00759493670886,1,2.07848101265823,1,1,1,1,1,1,2.07848101265823,1,1,1,Inf
'RTOTAL3CRNCPT2',1,1.00759493670886,1,2.07848101265823,1,1,1,1,1,1,2.07848101265823,1,1,1,Inf
'RTOTAL3CRNt',1,1.00759493670886,1,2.07848101265823,1,1,1,1,1,1,2.07848101265823,1,1,1,Inf
'R_group_phosphotase_1',1,1,1,1,1,1,1,1,1,1.17647058823529,1,1,1,1,Inf
'R_group_phosphotase_2',1,1,1,1,1,1,0.999999999999999,1,1,1.17647058823529,1,1,1,1,Inf
'R_group_phosphotase_3',1,1.00759493670886,0.999999999999999,2.07848101265823,0.999999999999999,1,1,0.999999999999999,1,1,2.07848101265823,1,0.999999999999999,0.999999999999999,Inf
'Rtotaltl',1,1.00368175287359,1,1.50215517241381,1,1,1,1,1,1.01104525862071,1.50215517241381,1,1,1,Inf
'SERPT',1,1.00657634985193,1,1.03658131559227,1,1,1,1,1,1.00099050564841,1.03658131559227,1,1,1,2.05216298225631
'SGPL12r',1,1,1,0.999999999999999,1,1,1,1,1,1.01185770750988,1,1,1,1,Inf
'SMS',0.999999999999999,1.0006232160474,1,Inf,0.999999999999999,1,0.999999999999998,0.999999999999999,0.999999999999999,1.01113974293374,Inf,0.999999999999999,0.999999999999999,0.999999999999999,Inf
'SMS1',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SMS10',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SMS11',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SMS12',1,1.0054347826087,1,1.3804347826087,1,1,1,1,1,1,1.3804347826087,1,1,1,Inf
'SMS13',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SMS14',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SMS15',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SMS16',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SMS1S2',1,1.0006232160474,1,Inf,1,1,1,1,1,1.01113974293374,Inf,1,1,1,Inf
'SMS2',1,1.0054347826087,1,1.3804347826087,1,1,1,1,1,1,1.3804347826087,1,1,1,Inf
'SMS3',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SMS4',1,1.0054347826087,1,1.3804347826087,1,1,1,1,1,1,1.3804347826087,1,1,1,Inf
'SMS5',1,1.0054347826087,1,1.3804347826087,1,1,1,1,1,1,1.3804347826087,1,1,1,Inf
'SMS6',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SMS7',1,1.0054347826087,1,1.3804347826087,1,1,1,1,1,1,1.3804347826087,1,1,1,Inf
'SMS8',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SMS9',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SPHINGStl',1,1.00368175287359,1,1.50215517241381,1,1,1,1,1,1.01104525862071,1.50215517241381,1,1,1,Inf
'SPHINGStn',1,1.00750469043152,1,1.71517532224795,1,1,1,1,1,1,1.71517532224795,1,1,1,2.02709839344953
'SPHK21n',1,1.00750469043152,1,1.71517532224795,1,1,1,1,1,1,1.71517532224795,1,1,1,2.02709839344955
'SPHMYLN180241_hs_SECt',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SPHMYLN18114_hs_SECt',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SPHMYLN18115_hs_ATPt',1,1.0054347826087,1,1.3804347826087,1,1,1,1,1,1,1.3804347826087,1,1,1,Inf
'SPHMYLN181161_hs_SECt',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SPHMYLN18116_hs_ATPt',1,1.0054347826087,1,1.3804347826087,1,1,1,1,1,1,1.3804347826087,1,1,1,Inf
'SPHMYLN18117_hs_ATPt',1,1.0054347826087,1,1.3804347826087,1,1,1,1,1,1,1.3804347826087,1,1,1,Inf
'SPHMYLN181181_hs_ATPt',1,1.0054347826087,1,1.3804347826087,1,1,1,1,1,1,1.3804347826087,1,1,1,Inf
'SPHMYLN18118_hs_SECt',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SPHMYLN181201_hs_SECt',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SPHMYLN18120_hs_SECt',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SPHMYLN18121_hs_SECt',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SPHMYLN181221_hs_SECt',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SPHMYLN18122_hs_ATPt',1,1.0054347826087,1,1.3804347826087,1,1,1,1,1,1,1.3804347826087,1,1,1,Inf
'SPHMYLN18123_hs_SECt',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SPHMYLN1824_hs_SECt',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SPHMYLN1825_hs_SECt',1,1.00546448087432,1,1.38251366120219,1,1,1,1,1,1,1.38251366120219,1,1,1,Inf
'SPHMYLNtg',1,1.00062321604753,1,Inf,1,1,1,1,1,1.01113974293371,Inf,1,1,1,Inf
'SPHS1Ptr',1,1,1,1,1,1,1,1,1,1.01185770750987,1,1,1,1,Inf
'SQLEr',1,0.999999999999999,1,1,1,1,1,1,1,1.00887824126268,1,1,1,1,Inf
'SQLSr',1,0.999999999999999,1,1,1,1,1,1,1,1.00887824126268,1,1,1,1,Inf
'UGT1A5r',1,1,1,1,1,1,1,1,1,1.01714285714286,0.999999999999999,1,1,1,Inf
'VALTA',1,1.0006232160474,1,Inf,1,1,1,1,1,1.01113974293373,Inf,1,1,1,Inf
'biomass_maintenance',1,1.00062321604741,1,Inf,1,1,1,1,1,1.01113974293374,Inf,1,1,1,Inf
'r0205',0.999999999999998,0.999999999999998,0.999999999999997,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999998,1.0226454159208,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999998,Inf
'r0246',1,1,1,1,1,1,1,1,1,1.02702702702703,1,1,1,1,Inf
'r0311',1,1,1,0.999999999999999,1,1,1,1,1,1.01185770750988,1,1,1,1,Inf
'r0340',1,1,1,1,1,1,1,1,1,1.02702702702703,1,1,1,1,Inf
'r0393',1,1,1,1,1,1,1,1,1,1.02702702702703,1,1,1,1,Inf
'r0488',1,1,1,1,1,1,1,1,1,1.02777777777778,1,1,1,1,Inf
'r0781',1,0.999999999999999,1,1,1,1,1,1,1,1.00887824126268,1,1,1,1,Inf
'r0860',1,1,1,1,1,1,1,1,1,1.00011307253064,1,1,1,1,3.43281741747751
'r0924',1,1,1,1,1,1,1,1,0.999999999999999,1.00949367088608,1,1,1,1,Inf
'r0926',1,1,1,1,1,1,1,1,1,1.02702702702703,1,1,1,1,Inf
'r1135',1,1,1,1,1,1,1,1,1,1.00680272108846,1,1,1,1,Inf
'r1146',1,1,1,1,1,1,1,1,1,1.00680272108844,1,1,1,1,Inf
'r2435',1,1.00576784703396,1,1.47576669614317,0.999999999999989,0.999999999999989,1,1,1,1.00336146170025,1.47576669614317,1,1,1,2.68424496394024
'sink_11_cis_retfa[c]',1,1,1,1,1,1,1,1,1,1.01714285714285,1,1,1,1,Inf
'sink_minohp[c]',1,1.125,1,Inf,1,1,Inf,1,1,3.125,Inf,Inf,Inf,Inf,Inf
'sink_tag_hs[c]',1,1.00759493670886,1,2.07848101265823,1,1,1,1,1,1,2.07848101265823,1,1,1,Inf
'sink_thr_L[c]',1,1.0006232160474,1,Inf,1,1,1,1,1,1.01113974293374,Inf,1,1,1,Inf
