rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization	RxnFormula
4ABUTtm	Transport, mitochondrial		748.571428571428	305.142857142857	2.45318352059925	L	NA	intercompartmental	4abut[c]  <=> 4abut[m] 
ABTArm	Glutamate metabolism	18.1 or 18.2	748.571428571428	305.142857142857	2.45318352059925	L	GABA aminotransferase	[m]	akg[m] + 4abut[m]  <=> glu_L[m] + sucsal[m] 
ABTD1	Pentose phosphate pathway		0	45	0	H	HMP shunt	[c]	nad[c] + abt_D[c]  <=> h[c] + nadh[c] + xylu_L[c] 
ABUTt2rL	Transport, lysosomal	206358.1	10	0	Inf	L	NA	intercompartmental	h[l] + 4abut[l]  <=> h[c] + 4abut[c] 
ACGAMtly	Transport, lysosomal		1000	0	Inf	L	NA	intercompartmental	acgam[l]  -> acgam[c] 
BDHm	Nucleotide salvage pathway	622.2 or 622.3 or 622.1	322.979274611399	20	16.1489637305699	L	ketolysis	[m]	nad[m] + bhb[m]  <=> h[m] + nadh[m] + acac[m] 
BILIRUBtr	Transport, endoplasmic reticular		2000	0	Inf	L	NA	intercompartmental	bilirub[c]  <=> bilirub[r] 
C160CPT2	Fatty acid oxidation	1376.1 or 1374.1	60	95	0.631578947368421	H	carnitine shuttle	[m]	coa[m] + pmtcrn[m]  <=> crn[m] + pmtcoa[m] 
C60CPT1	Fatty acid oxidation	1374.1 or 1375.1 or 126129.1	2000	108.465313028765	18.4390746142926	L	carnitine shuttle	[c]	crn[c] + hxcoa[c]  <=> coa[c] + c6crn[c] 
C6COAt	Transport, peroxisomal	54677.1	2000	108.465313028765	18.4390746142926	L	carnitine shuttle	[x]	crn[x] + hxcoa[x]  <=> coa[x] + c6crn[x] 
C6CRNtcx	Transport, peroxisomal	788.1	2000	108.465313028765	18.4390746142926	L	NA	intercompartmental	c6crn[x]  <=> c6crn[c] 
CARNtr	Transport, extracellular		0	1000	0	H	NA	intercompartmental	carn[e]  <=> carn[c] 
CRMte	Sphingolipid metabolism		0	10	0	H	NA	intercompartmental	crm_hs[e]  <=> crm_hs[c] 
DGULND	Pentose phosphate pathway		0	45	0	H	vitamin c metabolism, cytosol	[c]	h[c] + 3dhguln[c]  <=> co2[c] + xylu_L[c] 
DHCHOLESTANATEt	Transport, extracellular	6554.1	20	10	2	L	NA	intercompartmental	na1[c] + dhcholestanate[c]  <=> na1[e] + dhcholestanate[e] 
DM_adprbp[c]	Exchange/demand reaction		0	10.0000000000002	0	H	NA	[c]	adprbp[c]  -> 
DURAD	Pyrimidine catabolism	1806.1	20	1000	0.02	H	pyrimidine synthesis/ de novo	[c]	nadp[c] + 56dura[c]  <=> h[c] + nadph[c] + ura[c] 
EX_4abut[e]	Exchange/demand reaction		490	296.882716049383	1.65048341823474	L	NA	[e]	4abut[e]  -> 
EX_abt_D[e]	Exchange/demand reaction		0	45	0	H	NA	[e]	abt_D[e]  -> 
EX_ach[e]	Exchange/demand reaction		30	40	0.75	H	NA	[e]	ach[e]  -> 
EX_adprbp[e]	Exchange/demand reaction		0	10	0	H	NA	[e]	adprbp[e]  -> 
EX_crm_hs[e]	Exchange/demand reaction		0	10	0	H	NA	[e]	crm_hs[e]  -> 
EX_dhcholestanate[e]	Exchange/demand reaction		20	10	2	L	NA	[e]	dhcholestanate[e]  -> 
EX_gal[e]	Exchange/demand reaction		156.052631578947	0	Inf	L	NA	[e]	gal[e]  -> 
EX_galt[e]	Exchange/demand reaction		144.455445544555	0	Inf	L	NA	[e]	galt[e]  -> 
EX_glcur[e]	Exchange/demand reaction		0	45	0	H	NA	[e]	glcur[e]  -> 
EX_strdnc[e]	Exchange/demand reaction		0	20	0	H	NA	[e]	strdnc[e]  -> 
EX_sucsal[e]	Exchange/demand reaction		530	305.142857142857	1.73689138576779	L	NA	[e]	sucsal[e]  -> 
EX_thf[e]	Exchange/demand reaction		20	0	Inf	L	NA	[e]	thf[e]  -> 
EX_xyl_D[e]	Exchange/demand reaction		0	45	0	H	NA	[e]	xyl_D[e]  -> 
EX_xylt[e]	Exchange/demand reaction		0	45	0	H	NA	[e]	xylt[e]  -> 
EX_xylu_D[e]	Exchange/demand reaction		0	45	0	H	NA	[e]	xylu_D[e]  -> 
EX_xylu_L[e]	Exchange/demand reaction		0	45	0	H	NA	[e]	xylu_L[e]  -> 
FAOXC10C10OHm	Fatty acid oxidation	34.1 and 1892.1	415.05329153605	552.25	0.751567752894613	H	betaoxidation	[m]	h2o[m] + fad[m] + dcacoa[m]  -> fadh2[m] + 3hdcoa[m] 
FAOXC12C12OHm	Fatty acid oxidation	34.1 and 1892.1	415.05329153605	552.25	0.751567752894613	H	betaoxidation	[m]	h2o[m] + fad[m] + ddcacoa[m]  -> fadh2[m] + 3hddcoa[m] 
FAOXC162C142m	Fatty acid oxidation	37.1 and 3030.1 and 3032.1	32	20	1.6	L	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + fad[m] + hexddcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + tetdecdicoa[m] 
FAOXC182806m	Fatty acid oxidation	34.1 or 35.1	32	20	1.6	L	betaoxidation	[m]	5 h2o[m] + 5 nad[m] + 5 coa[m] + 3 fad[m] + lnlccoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + 3 fadh2[m] + occoa[m] 
FAOXC182C162m	Fatty acid oxidation	37.1 and 3030.1 and 3032.1	32	20	1.6	L	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + fad[m] + lnlccoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + hexddcoa[m] 
FAOXC204	Fatty acid oxidation	35.1 or 35.1 or 34.1 or 34.1	25	10	2.5	L	betaoxidation	[m]	9 h2o[m] + 9 nad[m] + 9 coa[m] + 5 fad[m] + arachdcoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 5 fadh2[m] 
GALOR	Galactose metabolism	231.1 or 10327.2 or 10327.1	144.455445544555	0	Inf	L	NA	[c]	h[c] + nadph[c] + gal[c]  <=> nadp[c] + galt[c] 
GALTt	Transport, extracellular		144.455445544555	0	Inf	L	NA	intercompartmental	galt[c]  <=> galt[e] 
GLCURtr	Transport, extracellular		0	45	0	H	NA	intercompartmental	glcur[e]  <=> glcur[c] 
GULN3D	Pentose phosphate pathway		0	45	0	H	glucuronic acid metabolism, cytosol	[c]	nad[c] + guln[c]  <=> h[c] + nadh[c] + 3dhguln[c] 
HMR_1095	Transport, nuclear		1623.84615384615	750.555555555556	2.16352559357741	L	NA	intercompartmental	h[c]  <=> h[n] 
HMR_2817	Transport, endoplasmic reticular	6584.1	0	20	0	H	NA	intercompartmental	crn[c] + stcrn[r]  <=> stcrn[c] + crn[r] 
HMR_2819	Transport, endoplasmic reticular	1384.1	0	20	0	H	NA	[r]	coa[r] + stcrn[r]  <=> crn[r] + stcoa[r] 
HMR_3070	Fatty acid oxidation	8310.1 or 51.1	0	90	0	H	NA	[x]	o2[x] + arachcoa[x]  -> h2o2[x] + CE2243[x] 
HMR_3071	Fatty acid oxidation	1962.1	0	90	0	H	NA	[x]	h2o[x] + CE2243[x]  -> CE2247[x] 
HMR_3072	Fatty acid oxidation	1962.1 or 3295.1	0	90	0	H	NA	[x]	nad[x] + CE2247[x]  -> h[x] + nadh[x] + CE2251[x] 
HMR_3073	Fatty acid oxidation	30.1 or 4645.1	0	90	0	H	NA	[x]	coa[x] + CE2251[x]  -> accoa[x] + stcoa[x] 
HMR_3121	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	415.05329153605	552.25	0.751567752894613	H	NA	[m]	fad[m] + pmtcoa[m]  -> fadh2[m] + hdd2coa[m] 
HMR_3128	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	415.05329153605	552.25	0.751567752894613	H	NA	[m]	fad[m] + tdcoa[m]  -> fadh2[m] + HC01412[m] 
HMR_3135	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	415.05329153605	552.25	0.751567752894613	H	NA	[m]	fad[m] + ddcacoa[m]  -> fadh2[m] + dd2coa[m] 
HMR_3142	Fatty acid oxidation	34.1 or 28976.1	415.05329153605	552.25	0.751567752894614	H	NA	[m]	fad[m] + dcacoa[m]  -> fadh2[m] + dc2coa[m] 
HMR_3149	Fatty acid oxidation	34.1 or 28976.1	415.05329153605	552.25	0.751567752894614	H	NA	[m]	fad[m] + occoa[m]  -> fadh2[m] + HC01415[m] 
HMR_3446	Fatty acid synthesis	1666.1 or 26063.1	20	10	2	L	NA	[m]	h[m] + nadph[m] + CE4795[m]  -> nadp[m] + CE5116[m] 
