rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization	RxnFormula
15KPROSTGF2t	Transport, extracellular		20	0	Inf	L	NA	intercompartmental	lac_L[e] + 15kprostgf2[c]  <=> lac_L[c] + 15kprostgf2[e] 
2OXOADOXm	Lysine metabolism	(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1)	20	0	Inf	L	lysine metabolism	[m]	nad[m] + 2oxoadp[m] + coa[m]  -> nadh[m] + co2[m] + glutcoa[m] 
ACACT10m	Valine, leucine, and isoleucine metabolism	38.1 or 3032.1 or 10449.1	41.4285714285714	20	2.07142857142857	L	isoleucine metabolism	[m]	coa[m] + 2maacoa[m]  <=> accoa[m] + ppcoa[m] 
BGAL1e	Sphingolipid metabolism	2720.1	140.925925925926	0	Inf	L	NA	[e]	h2o[e] + galgluside_hs[e]  -> gal[e] + gluside_hs[e] 
C11695td	Transport, extracellular		10	37.5	0.266666666666667	H	NA	intercompartmental	C11695[c]  <=> C11695[e] 
CE5304t	Transport, extracellular		20	28.3333333333333	0.705882352941178	H	NA	intercompartmental	lac_L[e] + CE5304[c]  <=> lac_L[c] + CE5304[e] 
DESAT18_10	Fatty acid synthesis	9415.1	10	32.5	0.307692307692308	H	fatty acid synthesis & elongation	[c]	o2[c] + h[c] + nadh[c] + lnlncacoa[c]  -> 2 h2o[c] + nad[c] + strdnccoa[c] 
EX_15kprostgf2[e]	Exchange/demand reaction		20	0	Inf	L	NA	[e]	15kprostgf2[e]  -> 
EX_C05957[e]	Exchange/demand reaction		20	28.3333333333333	0.705882352941177	H	NA	[e]	C05957[e]  -> 
EX_C11695[e]	Exchange/demand reaction		10	37.5	0.266666666666667	H	NA	[e]	C11695[e]  -> 
EX_CE5304[e]	Exchange/demand reaction		20	28.3333333333333	0.705882352941177	H	NA	[e]	CE5304[e]  -> 
EX_HC02180[e]	Exchange/demand reaction		20	0	Inf	L	NA	[e]	HC02180[e]  -> 
EX_HC02203[e]	Exchange/demand reaction		20	28.3333333333334	0.705882352941176	H	NA	[e]	HC02203[e]  -> 
EX_HC02204[e]	Exchange/demand reaction		0	18.3333333333333	0	H	NA	[e]	HC02204[e]  -> 
EX_HC02205[e]	Exchange/demand reaction		20	28.3333333333333	0.705882352941177	H	NA	[e]	HC02205[e]  -> 
EX_arachd[e]	Exchange/demand reaction		10	37.5	0.266666666666667	H	NA	[e]	arachd[e]  -> 
EX_dlnlcg[e]	Exchange/demand reaction		0	35	0	H	NA	[e]	dlnlcg[e]  -> 
EX_lnlnca[e]	Exchange/demand reaction		10	45	0.222222222222222	H	NA	[e]	lnlnca[e]  -> 
EX_prostgd2[e]	Exchange/demand reaction		20	28.3333333333333	0.705882352941177	H	NA	[e]	prostgd2[e]  -> 
EX_prostge1[e]	Exchange/demand reaction		0	18.3333333333333	0	H	NA	[e]	prostge1[e]  -> 
