del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization
10FTHF5GLUtm	0.0629247274305152	0.00399611858638634	Transport, mitochondrial		NA	intercompartmental
10FTHF7GLUtl	0.0629247274305152	0.00399611858638634	Transport, lysosomal		NA	intercompartmental
10FTHFtl	0.0629247274305152	0.00399611858638634	Transport, lysosomal		NA	intercompartmental
10FTHFtm	-0.0058044229778744	-1.14875857558669	Transport, mitochondrial		NA	intercompartmental
13DAMPPOX	0.113192899155614	0.00571753360747049	Beta-Alanine metabolism	8639.1 or 26.1 or 314.2 or 314.1	NA	[c]
1PPDCRp	0.113192899156586	0.00571753360746462	Lysine metabolism		lysine metabolism	[x]
2HBO	0.107849505429794	0.00562858634765372	Propanoate metabolism	92483.1 or 3948.2 or 55293.1 or (3945.1 and 3939.1) or 3939.1 or 160287.1 or 3945.1 or 3948.1	NA	[c]
2HBt2	0.0336891835911624	0.0983108226162437	Transport, extracellular	9123.1 or 9194.1 or 6566.1	NA	intercompartmental
2HCO3_NAt	0.0500248270913381	0.239415726127052	Transport, extracellular	57835.3 or 8671.1 or 57835.2 or 57835.1 or 57835.4	NA	intercompartmental
2MCITt	0.0758348894143358	0.00487133520156058	Transport, extracellular		NA	intercompartmental
2OXOADOXm	0.113192899151694	0.00571753360736297	Lysine metabolism	(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1)	lysine metabolism	[m]
2OXOADPTm	0.113192899158022	0.00571753360745971	Tryptophan metabolism	89874.1	NA	intercompartmental
34DHOXPEGOX	0.113192899154647	0.00571753360743177	Tyrosine metabolism	130.1 or 127.1 or (125.1 and 124.1) or 131.1 or (126.1 and 124.1) or 128.1 or 137872.1 or (125.1 and 126.1)	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
34DHOXPEGt	0.113192899154647	0.00571753360743177	Transport, extracellular		tyrosine metabolism, cytosol/ degradation of catechoamines	intercompartmental
34DHPHAMT	0.0898651134103734	0.0053285922577612	Tyrosine metabolism	1312.1 or 1312.2	NA	[c]
34DHPHEt	0.113192899154606	0.00571753360741004	Transport, extracellular	117247.1	NA	intercompartmental
34DHPLACOX_NADP_	0.0627041544437074	0.00437008742819696	Tyrosine metabolism	222.1 or 221.1 or 218.1	NA	[c]
34DHXMANDACOX	0.0192227702223573	-0.0814962486805974	Tyrosine metabolism	221.1 or 218.1 or 220.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
34DHXMANDACOX_NADP_	0.0192227702223511	-0.0814962486806566	Tyrosine metabolism	221.1 or 222.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
34HPLFM	0.117750313753689	0.0123937089369935	Ubiquinone synthesis		NA	[m]
3DSPHR	0.113192899154662	0.00571753360741144	Sphingolipid metabolism	2531.1	new to recon	[c]
3HBCDm	0.11319289915445	0.00571753360740725	Butanoate metabolism	55268.1	lysine metabolism	[m]
3HBCOAHLm	0.113192899154685	0.00571753360741778	Valine, leucine, and isoleucine metabolism		valine metabolism	[m]
3MOPt2im	0.0443487198806287	0.00438416252065376	Transport, mitochondrial		NA	intercompartmental
3MOX4HOXPGALDOX_NADP_	0.113192899154533	0.0057175336074197	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
3SALAASPm	0.113192899155102	0.00571753360744965	Transport, mitochondrial	10165.1 or 8604.1	NA	intercompartmental
