name	Ctrl_unchanged	ST_top
ANTHte	0	1
APOC_LYS_BTNPm	1	0
APOCFm	1	0
APRGSTRNt1e	1	0
APRTO2	1	0
AQCOBALt	0	1
ARAB_Lt	0	1
ARABR	0	1
ARACHCPT1	1	0
ARACHCPT2	1	0
ARACHCRNt	1	0
ARACHDt2	1	0
ARACHDtr	1	0
ARACHETH	0	1
ARACHt	1	0
ARGALAALAr	1	0
ARGALAALAt	1	0
ARGALAPHEr	1	0
ARGALAPHEt	1	0
ARGARGMETr	1	0
ARGARGMETt	1	0
ARGARGr	1	0
ARGARGt	1	0
ARGCYSGLYr	1	0
ARGCYSGLYt	1	0
ARGGLUPROr	1	0
ARGGLUPROt	1	0
ARGLEUPHEr	1	0
ARGLEUPHEt	1	0
ARGPROMETr	1	0
ARGPROMETt	1	0
ARGSERSERr	1	0
ARGSERSERt	1	0
ARGtD	1	0
ARGTYRVALr	1	0
ARGTYRVALt	1	0
ARGVALCYSr	1	0
ARGVALCYSt	1	0
ARGVALTRPr	1	0
ARGVALTRPt	1	0
ARTFR208	1	0
ASCBt	1	0
ASCBt4	1	0
ASNCYSCYSr	1	0
ASNCYSCYSt	1	0
ASNPHECYSr	1	0
ASNPHECYSt	1	0
ASNt4	1	0
ASNtN1	1	0
ASNTYRGLYr	1	0
ASNTYRGLYt	1	0
ASNTYRTHRr	1	0
ASNTYRTHRt	1	0
ASPALAARGr	1	0
ASPALAARGt	1	0
ASPCTr	0	1
ASPDt6	1	0
ASPGLUm	1	0
ASPGLUPROr	1	0
ASPGLUPROt	1	0
ASPGLUr	1	0
ASPGLUt	1	0
ASPGLUTRPr	1	0
ASPGLUTRPt	1	0
ASPHISCYSr	1	0
ASPHISCYSt	1	0
ASPHISPROr	1	0
ASPHISPROt	1	0
ASPLYSGLUr	1	0
ASPLYSGLUt	1	0
ASPMETASPr	1	0
ASPMETASPt	1	0
ASPt6	1	0
ASPTA	1	0
ASPTAm	1	0
ATP1ter	1	0
ATP2ter	1	0
ATPH2e	0	1
ATPtm	1	0
ATPtn	1	0
ATPtx	1	0
ATVACIDOATPtu	1	0
ATVLACtdhc	1	0
ATVLACThc	1	0
B3GALT3g	0	1
B3GALT41g	1	0
B3GALT42g	0	1
B3GALT43g	0	1
B3GALT44g	0	1
B3GALT5g	0	1
B3GNT11g	1	1
B3GNT310g	0	1
B3GNT312g	1	1
B3GNT314g	0	1
B3GNT51g	0	1
BACCLm	1	0
BALAPAT1tc2	1	0
BAMPPALDOX	0	1
BCRNe	0	1
BDHm	1	1
BETALDHxm	0	1
BETBGTtc	1	0
BGAL1e	1	0
BGAL1l	0	1
BGAL2l	0	1
BGLYte	0	1
BHBt	1	0
BHBtm	1	0
BILGLCURt	1	0
BILGLCURtr	1	1
BILIRUBtr	1	1
biomass_maintenance	0	1
biomass_maintenance_noTrTr	0	1
BMTer_U	0	1
BPNT	1	0
BPNT2	0	1
BTNDm	1	0
BTNPLm	1	0
BTNt2	1	0
BUP2	0	1
BUTt2r	1	0
C02356t	0	1
C02712te	0	1
C03990t	1	0
C04717td	0	1
C04805td	1	0
C05463t2	1	0
C05953t	1	0
C05953tm	1	0
C05957td	1	0
C06315t	0	1
C06439t	1	0
C09642te	0	1
C100CPT1	0	1
C101CPT1	0	1
C101CRNe	0	1
C102CPT1	0	1
C10CRNe	0	1
C10DCc	0	1
C10DCCACT	0	1
C120CPT1	0	1
C121CPT1	0	1
C12DCACT	0	1
C12OHc	0	1
C140CPT1	1	0
C141ACBP	0	1
C141CPT1	0	1
C141OHc	0	1
C141OHe	0	1
C142ACBP	0	1
C142CPT1	0	1
C142OHc	0	1
C142OHe	0	1
C14825td	0	1
C14STRr	1	0
C160CPT1	1	0
C160CPT2	1	0
C160CRNt	1	0
C161CPT1	1	0
C161CPT12	1	0
C161CRNt	1	0
C161OHc	0	1
C16DCc	0	1
C16DCe	0	1
C16OHc	0	1
C180CPT1	1	0
C180CRNt	1	0
C181CPT1	1	0
C181CPT2	1	0
C181CRNt	1	0
C181OHc	0	1
C182OHc	1	1
C18OHc	0	1
C204CPT1	1	0
C204CRNt	1	0
C226CPT1	1	0
C226CPT2	1	0
C226CRNt	1	0
C2tcx	1	0
C40CPT1	1	0
C4CRNe	0	1
C4DCCACT	1	0
C4OHc	0	1
C50CPT1	0	1
C60CPT1	1	0
C6COAt	1	0
C6CRNtcx	1	0
C6DCc	0	1
C6DCCACT	0	1
C80CPT1	1	0
C81CPT1	0	1
C81CRNe	0	1
C8DCc	0	1
CA24GSc	0	1
CA2t	1	0
CALAtr	1	0
CAPROICc	1	0
CARNtr	0	1
CAt7r	1	0
CATp	1	0
CBASPte	0	1
CBL2OR	0	1
CBL2tm	0	1
CBR2	1	0
CDIPTr	1	0
CDSm	0	1
CE0737te	0	1
CE0955tr	1	0
CE1243UPKt	0	1
CE1261t	0	1
CE1273t2	1	0
CE1556td	1	0
CE1617te	0	1
CE2006te	0	1
CE2047te	0	1
CE2049te	1	1
CE2176t	0	1
CE2510ABCt	0	1
CE2513td	1	0
CE2537ABCt	1	0
CE2537ATP	1	0
CE2934t	0	1
CE4890te	1	1
CE4890te2	1	0
CE5025t	0	1
CE5304t	1	0
CE5629t	0	1
CE6031t	0	1
CE7082UPKt	0	1
CERT1gt	0	1
CERT1rt	1	0
CHAT	1	0
CHATn	1	0
CHOLATEt	1	0
CHOLD2m	0	1
CHOLtn	1	0
CHOLtr	0	1
CHSTEROLSte	1	0
CHSTEROLt1	1	0
CHSTEROLt2	1	0
CHSTEROLtg	1	0
CHSTEROLtrc	1	0
CHTNASE	0	1
CHTNASEe	0	1
CITL	1	0
CITRtm	1	0
CITt4_4	1	0
CITtam	1	0
CK	1	0
CKc	1	0
CLCFTRte	1	0
CLOXAtex2	1	0
CLPNDCPT1	0	1
CLPNDCPT2	0	1
CLPNDCRNt	1	0
CMPACNAtg	0	1
CMPACNAtn	1	0
CMPSASn	1	0
CO2t	1	0
CO2tg	0	1
CO2tm	1	0
CO2tp	1	0
COAtm	1	0
COAtn	1	0
COPROSTt	0	1
Coqe	1	0
CORE3GTg	0	1
CORE4GTg	0	1
CORTSNt	0	1
CORTSNti	0	1
COUCOAFm	0	1
CREATtmdiffir	1	0
CRMPte	0	1
CRMte	1	0
CRNrtx	1	0
CRNtim	1	0
CRNtx	1	0
CRTSLt	0	1
CRTSLtr	0	1
CRTSTRNt	0	1
CRVNCtr	1	0
CRVSM1hr	0	1
CRVSM23hr	0	1
CRVStu	1	0
CSAPASEly	1	1
CSBPASEly	0	1
CSCPASEly	0	1
CSDPASEly	0	1
CSEPASEly	0	1
CSm	1	0
CSNAT2x	1	0
CSNATm	1	0
CSNATr	1	0
CSPG_At	1	1
CSPG_Atly	1	1
CSPG_Btly	0	1
CSPG_Ct	0	1
CSPG_Ctly	0	1
CSPG_Dt	0	1
CSPG_Dtly	0	1
CSPG_Et	0	1
CSPG_Etly	0	1
CTPtn	1	0
CVM1GLUChc	0	1
CVM23GLUChc	0	1
CYANt	0	1
CYANtm	0	1
CYSASNMETr	1	0
CYSASNMETt	1	0
CYSASPPHEr	1	0
CYSASPPHEt	1	0
CYSGLNMETr	1	0
CYSGLNMETt	1	0
CYSGLTH	1	0
CYSGLUexR	1	0
CYSGLUHISr	1	0
CYSGLUHISt	1	0
CYSGLUTRPr	1	0
CYSGLUTRPt	1	0
CYSGLYexR	1	0
CYSGLYPTASEe_1	0	1
CYSLEUTHRr	1	0
CYSLEUTHRt	1	0
CYSSERMETr	1	0
CYSSERMETt	1	0
CYSSNAT5tc	1	0
CYSt4	1	0
CYStec	1	0
CYSTYRASNr	1	0
CYSTYRASNt	1	0
CYTDK1	1	1
CYTDt	1	0
CYTDt2r	1	0
CYTK1	1	1
CYTK11n	1	0
CYTK13	1	0
CYTK13n	1	1
CYTK14n	0	1
CYTK1m	0	1
CYTK1n	1	1
CYTK3n	1	0
CYTK4	1	0
CYTK4n	1	0
CYTK5	1	0
CYTK6	1	0
CYTK7	0	1
CYTK8	1	0
CYTK8n	1	0
CYTK9	1	0
CYTK9n	0	1
D_LACt2	1	0
D_LACtm	1	1
D3AIBTm	1	0
DACGST	0	1
DACT	1	0
DAG_HSter	0	1
DAG_HStg	0	1
DAGK_hs	1	0
DAGt	1	0
DASCBR	1	0
DCA24GSr	0	1
DCA24Gtr	0	1
DCA3GSr	0	1
DCA3Gtr	0	1
DCA3St	0	1
DCIm	1	0
DCK1n	1	0
DCK2n	1	0
DCMPDA	1	0
DCMPtr	1	0
DCSPTN1COAtx	0	1
DCSPTN1CPT1	0	1
DCSPTN1CPT2	0	1
DCSPTN1CRNt	1	0
DCTPtn	1	0
DCYTt	1	0
DDCRNe	0	1
DDECCRNe	0	1
DDECE1CRNe	0	1
DECDICRNe	0	1
DEOXFVShc	0	1
DEOXFVSitx	0	1
DEOXFVStev	0	1
DESAT14_9	0	1
DESAT16_2	0	1
DESAT18_10	1	0
DESAT18_5	0	1
DESAT18_8	1	0
DESAT18_9	1	0
DESAT20_1	1	0
DESAT20_2	0	1
DESAT24_1	0	1
DGCHOLte	1	0
DGK1	1	0
DGK2m	1	0
DGNSKm	1	0
DGSNt	1	0
DGSNtm	1	0
DGULND	0	1
DHAAt1r	1	0
DHAPtr	1	0
DHBPTt	0	1
DHCHOLESTANATEt	1	0
DHCR72r	1	0
DHEASt	1	0
DHFtl	1	0
DHPR	0	1
DIDECAETH	0	1
DIDPtn	1	0
DIGALSIDEtg	1	0
DIGALSIDEtl	1	0
DIHOLINETH	0	1
DINt	1	0
DITPtn	1	0
DLNLCGCPT1	1	0
DLNLCGCPT2	1	0
DLNLCGCRNt	1	0
DLNLCGt	1	0
DM_12dhchol[c]	0	1
DM_1a25dhvitd3[n]	0	1
DM_3dhlchol[c]	0	1
DM_4glu56dihdind[c]	0	1
DM_7dhcdchol[c]	0	1
DM_7dhchol[c]	0	1
DM_adprbp[c]	0	1
DM_anth	0	1
DM_Asn_X_Ser_Thr_ly_	0	1
DM_atp_c_	0	1
DM_C02712[c]	0	1
DM_ca24g[c]	0	1
DM_cbl2[m]	0	1
DM_coprost[c]	0	1
DM_core5_g_	0	1
DM_core7_g_	0	1
DM_core8_g_	0	1
DM_dca24g[c]	0	1
DM_dca3g[c]	0	1
DM_dca3s[c]	0	1
DM_dem2emgacpail_prot_hs_r_	0	1
DM_dgpi_prot_hs_r_	0	1
DM_dopa[c]	0	1
DM_dttp_m_	0	1
DM_gcdca3s[c]	0	1
DM_gdca3s[c]	0	1
DM_gpi_sig_er_	0	1
DM_hca24g[c]	0	1
DM_hca6g[c]	0	1
DM_hyochol[c]	0	1
DM_icdchol[c]	0	1
DM_isochol[c]	0	1
DM_lca3s[c]	0	1
DM_m_em_3gacpail_prot_hs_r_	0	1
DM_mqn10[c]	0	1
DM_mqn11[c]	0	1
DM_mqn7[c]	0	1
DM_mqn8[c]	0	1
DM_mqn9[c]	0	1
DM_n5m2masn_g_	0	1
DM_oretn_n_	0	1
DM_Ser_Gly_Ala_X_Gly_ly_	1	0
DM_Ser_Thr_ly_	0	1
DM_tcdca3s[c]	0	1
DM_tdca3s[c]	0	1
DM_thyochol[c]	0	1
DM_tym[c]	0	1
DM_uchol[c]	0	1
DMHPTCRNt	1	0
DMHPTCRNte	0	1
DMNONCOACRNCPT1	1	0
DMNONCRNt	1	0
DNADtn	1	0
DNDPt11m	0	1
DNDPt24m	0	1
DOCO13EFATP	0	1
DOCOHEXETHc	0	1
DOCOSACT	1	1
DOCOSACTDr	1	0
DOCTETETH	0	1
DODECANACtd	0	1
DOLGLCP_Lter	1	0
DOLGPP_Ler	1	0
DOLICHOL_Lter	1	0
DOLICHOL_Uter	0	1
DOLK_L	1	0
DOLK_U	0	1
DOLMANP_Uter	0	1
DOLPGT3_Ler	1	0
DOLPGT3_Uer	0	1
DOLPMT3_Uer	0	1
DOPA3GLCURt	1	0
DOPA4GLCURt	1	0
DOPACCL	0	1
DOPAENT4tc	1	0
DOPAMT	0	1
DOPAQNISO1	0	1
DOPAtu	1	0
DPMVDx	1	0
DTMPK	0	1
DTMPKm	1	0
DTTPtn	1	0
DUDPtn	1	0
DURAD2	0	1
DURIPP	1	0
DUTPDPm	1	1
DXTRNt	1	0
ECOAH12m	1	0
ECOAH1x	1	0
ECOAH9m	1	0
EIC21114TRc	0	1
EIC21114TRte	0	1
EICOSTETCPT1	0	1
EICOSTETCPT2	0	1
EICOSTETt	0	1
ELAIDCPT2	1	0
ELAIDCRNt	1	0
ELAIDCRNtd	1	0
ELAIDCRNte	1	0
ENGASE2ly	0	1
ENGASE3ly	0	1
ENGASEly	0	1
ESTR2r	0	1
ESTRADIOLt	0	1
ESTRADIOLtr	1	0
ESTRIOLtr	0	1
ESTRONESt	1	0
ESTRONEtr	1	0
ETF	0	1
ETFQO	0	1
ETHAK	1	0
ETHAMPtr	1	0
ETHAt	1	0
ETOHt	0	1
EX_10fthf[e]	0	1
EX_10fthf7glu[e]	0	1
EX_12dgr120[e]	0	1
EX_12dhchol[e]	0	1
EX_12HPET[e]	0	1
EX_12ppd_R[e]	0	1
EX_13_cis_retn[e]	1	0
EX_13_cis_retnglc[e]	0	1
EX_13dampp[e]	0	1
EX_13dmt[e]	0	1
EX_1513tacr[e]	0	1
EX_15dmt[e]	0	1
EX_15HPET[e]	0	1
EX_1a25dhvitd3[e]	0	1
EX_23cump[e]	0	1
EX_2h3mv[e]	1	0
EX_2hb[e]	0	1
EX_2m3hvac[e]	1	0
EX_34dhoxpeg[e]	0	1
EX_34dhphe[e]	0	1
EX_34hpl[e]	1	0
EX_34hpp[e]	1	0
EX_35diotyr[e]	0	1
EX_3aib[e]	1	0
EX_3bcrn[e]	0	1
EX_3ddcrn[e]	0	1
EX_3dhlchol[e]	0	1
EX_3h3mglt[e]	1	0
EX_3hadpac[e]	0	1
EX_3hanthrn[e]	0	1
EX_3hdececrn[e]	0	1
EX_3hexdcrn[e]	0	1
EX_3ityr_L[e]	0	1
EX_3mhis[e]	0	1
EX_3mob[e]	1	0
EX_3mop[e]	1	0
EX_3mox4hoxm[e]	0	1
EX_3octdec2crn[e]	1	1
EX_3octdeccrn[e]	0	1
EX_3octdece1crn[e]	0	1
EX_3ohsubac[e]	0	1
EX_3tetd7ecoacrn[e]	0	1
EX_3ttetddcoacrn[e]	0	1
EX_3uib[e]	0	1
EX_3ump[e]	0	1
EX_4aabutn[e]	1	0
EX_4abut[e]	1	0
EX_4abutn[e]	0	1
EX_4hbz[e]	0	1
EX_4mop[e]	1	0
EX_4nph[e]	0	1
EX_56dthm[e]	0	1
EX_5adtststerone[e]	0	1
EX_5adtststerones[e]	0	1
EX_5cysgly34dhphe[e]	0	1
EX_5dhf[e]	0	1
EX_5hoxindoa[e]	0	1
EX_5HPET[e]	1	0
EX_5mta[e]	0	1
EX_5ohhexa[e]	0	1
EX_7dhcdchol[e]	0	1
EX_7dhchol[e]	0	1
EX_7dhchsterol[e]	1	0
EX_7dhf[e]	0	1
EX_7klitchol[e]	1	0
EX_7thf[e]	0	1
EX_aact[e]	0	1
EX_ac[e]	1	0
EX_acald[e]	1	1
EX_acgal[e]	0	1
EX_acgam[e]	0	1
EX_aclys[e]	1	0
EX_acnacngal14acglcgalgluside_hs[e]	0	1
EX_acnacngalgbside_hs[e]	0	1
EX_acnam[e]	0	1
EX_acngalacglcgal14acglcgalgluside_hs[e]	0	1
EX_acrn[e]	0	1
EX_ade[e]	1	0
EX_adn[e]	0	1
EX_adp[e]	0	1
EX_adpac[e]	0	1
EX_adpman[e]	0	1
EX_adprbp[e]	0	1
EX_adrn[e]	0	1
EX_adrnl[e]	0	1
EX_ahdt[e]	0	1
EX_ala_D[e]	1	0
EX_ala_L[e]	1	0
EX_alaargcys[e]	1	0
EX_alaarggly[e]	1	0
EX_alaasnleu[e]	1	0
EX_alaglylys[e]	1	0
EX_alahisala[e]	1	0
EX_alalysthr[e]	1	0
EX_aldstrn[e]	0	1
EX_ametam[e]	0	1
EX_amp[e]	0	1
EX_andrstrn[e]	0	1
EX_anth[e]	0	1
EX_aqcobal[e]	0	1
EX_arab_L[e]	0	1
EX_arach[e]	1	0
EX_aracheth[e]	0	1
EX_arg_L[e]	1	0
EX_argalaala[e]	1	0
EX_argalaphe[e]	1	0
EX_argarg[e]	1	0
EX_argargmet[e]	1	0
EX_argcysgly[e]	1	0
EX_argglupro[e]	1	0
EX_argleuphe[e]	1	0
EX_argpromet[e]	1	0
EX_argserser[e]	1	0
EX_argtyrval[e]	1	0
EX_argvalcys[e]	1	0
EX_argvaltrp[e]	1	0
EX_asn_L[e]	1	0
EX_asncyscys[e]	1	0
EX_asnphecys[e]	1	0
EX_asntyrgly[e]	1	0
EX_asntyrthr[e]	1	0
EX_asp_L[e]	1	0
EX_aspalaarg[e]	1	0
EX_aspglu[e]	1	0
EX_aspglupro[e]	1	0
EX_aspglutrp[e]	1	0
EX_asphiscys[e]	1	0
EX_asphispro[e]	1	0
EX_asplysglu[e]	1	0
EX_aspmetasp[e]	1	0
EX_atp[e]	1	0
EX_bgly[e]	0	1
EX_bhb[e]	1	0
EX_bilglcur[e]	0	1
EX_bilirub[e]	0	1
EX_btn[e]	1	0
EX_but[e]	0	1
EX_C01601[e]	0	1
EX_C02356[e]	0	1
EX_C02470[e]	0	1
EX_C02712[e]	0	1
EX_C04717[e]	0	1
EX_C04805[e]	1	0
EX_C04849[e]	0	1
EX_C06315[e]	0	1
EX_C09642[e]	0	1
EX_c101crn[e]	0	1
EX_c10crn[e]	0	1
EX_C14825[e]	0	1
EX_c16dc[e]	0	1
EX_c4crn[e]	0	1
EX_c81crn[e]	0	1
EX_ca2[e]	0	1
EX_caproic[e]	1	1
EX_carn[e]	0	1
EX_cbasp[e]	0	1
EX_cdpea[e]	0	1
EX_CE0737[e]	0	1
EX_CE1243[e]	0	1
EX_CE1261[e]	0	1
EX_CE1273[e]	1	0
EX_CE1557[e]	1	0
EX_CE1617[e]	0	1
EX_CE1925[e]	0	1
EX_CE1926[e]	0	1
EX_CE2006[e]	0	1
EX_CE2047[e]	0	1
EX_CE2049[e]	1	1
EX_CE2176[e]	0	1
EX_CE2510[e]	0	1
EX_CE2838[e]	0	1
EX_CE2839[e]	0	1
EX_CE2915[e]	0	1
EX_CE2916[e]	0	1
EX_CE2917[e]	0	1
EX_CE2934[e]	0	1
EX_CE4633[e]	0	1
EX_CE4722[e]	0	1
EX_CE4723[e]	0	1
EX_CE4724[e]	0	1
EX_CE4881[e]	0	1
EX_CE4890[e]	0	1
EX_CE5025[e]	0	1
EX_CE5026[e]	0	1
EX_CE5304[e]	1	0
EX_CE5629[e]	0	1
EX_CE5786[e]	0	1
EX_CE5787[e]	0	1
EX_CE5788[e]	0	1
EX_CE5789[e]	0	1
EX_CE5791[e]	0	1
EX_CE5797[e]	0	1
EX_CE5798[e]	0	1
EX_CE5853[e]	0	1
EX_CE5854[e]	0	1
EX_CE5867[e]	0	1
EX_CE5868[e]	0	1
EX_CE5869[e]	0	1
EX_CE6031[e]	0	1
EX_CE7082[e]	0	1
EX_cgly[e]	0	1
EX_chol[e]	0	1
EX_cholate[e]	0	1
EX_chsterol[e]	1	0
EX_chsterols[e]	1	0
EX_chtn[e]	0	1
EX_cit[e]	0	1
EX_cl[e]	0	1
EX_clpnd[e]	0	1
EX_cmp[e]	0	1
EX_cmpacna[e]	0	1
EX_co2[e]	1	0
EX_coa[e]	0	1
EX_coprost[e]	0	1
EX_core5[e]	0	1
EX_core7[e]	0	1
EX_core8[e]	0	1
EX_cortsn[e]	0	1
EX_crm_hs[e]	0	1
EX_crmp_hs[e]	0	1
EX_crtsl[e]	0	1
EX_crtstrn[e]	0	1
EX_cspg_b[e]	0	1
EX_ctp[e]	0	1
EX_cyan[e]	0	1
EX_cys_L[e]	1	0
EX_cysasnmet[e]	1	0
EX_cysaspphe[e]	1	0
EX_cysglnmet[e]	1	0
EX_cysgluhis[e]	1	0
EX_cysglutrp[e]	1	0
EX_cysleuthr[e]	1	0
EX_cyssermet[e]	1	0
EX_cystyrasn[e]	1	0
EX_cytd[e]	1	0
EX_dag_hs[e]	1	0
EX_dca[e]	0	1
EX_dca3s[e]	0	1
EX_dcmp[e]	1	0
EX_dcsptn1[e]	0	1
EX_dcyt[e]	1	0
EX_ddca[e]	0	1
EX_ddece1crn[e]	0	1
EX_ddecrn[e]	0	1
EX_decdicrn[e]	0	1
EX_deoxfvs[e]	0	1
EX_dgchol[e]	1	0
EX_dgmp[e]	0	1
EX_dgsn[e]	1	0
EX_dgtp[e]	0	1
EX_dha[e]	0	1
EX_dhap[e]	0	1
EX_dhbpt[e]	0	1
EX_dhcholestanate[e]	1	0
EX_dhdascb[e]	0	1
EX_dhf[e]	0	1
EX_didecaeth[e]	0	1
EX_diholineth[e]	0	1
EX_din[e]	1	0
EX_ditp[e]	0	1
EX_dlnlcg[e]	1	0
EX_dmhptcrn[e]	0	1
EX_docohxeth[e]	0	1
EX_docosac[e]	0	1
EX_docteteth[e]	0	1
EX_dodecanac[e]	0	1
EX_dopa[e]	0	1
EX_dopa3glcur[e]	1	0
EX_dopa4glcur[e]	1	0
EX_dpcoa[e]	0	1
EX_dtmp[e]	0	1
EX_dttp[e]	0	1
EX_dxtrn[e]	1	0
EX_eic21114tr[e]	0	1
EX_eicostet[e]	0	1
EX_elaid[e]	1	0
EX_estradiol[e]	0	1
EX_estriol[e]	0	1
EX_etha[e]	1	0
