del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization
10FTHF7GLUtl	0.110969691591848	0.00515413419767737	Transport, lysosomal		NA	intercompartmental
10FTHF7GLUtm	0.110969691591848	0.00515413419767737	Transport, mitochondrial		NA	intercompartmental
10FTHFtl	0.110969691591848	0.00515413419767737	Transport, lysosomal		NA	intercompartmental
10FTHFtm	0.0495801762841242	0.135324480243728	Transport, mitochondrial		NA	intercompartmental
13DAMPPOX	0.11096969157204	0.00515413419723181	Beta-Alanine metabolism	8639.1 or 26.1 or 314.2 or 314.1	NA	[c]
2AMADPTm	0.110969691572928	0.00515413419731527	Lysine metabolism	89874.1	NA	intercompartmental
2HBO	0.1107936528182	0.00518544458879222	Propanoate metabolism	92483.1 or 3948.2 or 55293.1 or (3945.1 and 3939.1) or 3939.1 or 160287.1 or 3945.1 or 3948.1	NA	[c]
2HBt2	0.0531372741395438	0.262076911813442	Transport, extracellular	9123.1 or 9194.1 or 6566.1	NA	intercompartmental
2HCO3_NAt	-0.130135189919946	-0.155334066911833	Transport, extracellular	57835.3 or 8671.1 or 57835.2 or 57835.1 or 57835.4	NA	intercompartmental
2MCITt	0.110514861533665	0.00512412546568715	Transport, extracellular		NA	intercompartmental
2OXOADOXm	0.110969691573856	0.00515413419733268	Lysine metabolism	(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1)	lysine metabolism	[m]
34DHOXPEGOX	0.110969691537855	0.00515413419643911	Tyrosine metabolism	130.1 or 127.1 or (125.1 and 124.1) or 131.1 or (126.1 and 124.1) or 128.1 or 137872.1 or (125.1 and 126.1)	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
34DHOXPEGt	0.110969691537855	0.00515413419643911	Transport, extracellular		tyrosine metabolism, cytosol/ degradation of catechoamines	intercompartmental
34DHPHAMT	0.110969691573514	0.00515413419728049	Tyrosine metabolism	1312.1 or 1312.2	NA	[c]
34DHPHEt	0.110969691537875	0.00515413419649252	Transport, extracellular	117247.1	NA	intercompartmental
34DHPLACOX	-0.00952880817165581	-0.608236140549459	Tyrosine metabolism	218.1 or 222.1 or 220.1 or 221.1	NA	[c]
34DHPLACOX_NADP_	-0.00952880817165581	-0.608236140549459	Tyrosine metabolism	222.1 or 221.1 or 218.1	NA	[c]
34DHXMANDACOX_NADP_	0.110969691537855	0.00515413419643911	Tyrosine metabolism	221.1 or 222.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
34HPLFM	0.106099523852434	0.0048297673047299	Ubiquinone synthesis		NA	[m]
3DSPHR	0.110739273712327	0.00509764909586877	Sphingolipid metabolism	2531.1	new to recon	[c]
3HBCDm	0.1109696915011	0.00515413419554448	Butanoate metabolism	55268.1	lysine metabolism	[m]
3HBCOAHLm	0.110969691509004	0.00515413419584399	Valine, leucine, and isoleucine metabolism		valine metabolism	[m]
3MOX4HOXPGALDOX	-0.00682055167061752	-0.845114547999	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
3MOX4HOXPGALDOX_NADP_	-0.00682055167061752	-0.845114547999	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]
3SALAASPm	0.110969691511512	0.00515413419588558	Transport, mitochondrial	10165.1 or 8604.1	NA	intercompartmental
3SALATAi	0.110969691552362	0.00515413419696121	Methionine and cysteine metabolism	2805.1	cysteine metabolism	[c]
3SALATAim	0.110969691511512	0.00515413419588558	Methionine and cysteine metabolism	2806.1	NA	[m]
3SPYRSP	0.110969691552362	0.00515413419696121	Methionine and cysteine metabolism		cysteine metabolism	[c]
3SPYRSPm	0.110969691511512	0.00515413419588558	Methionine and cysteine metabolism		NA	[m]
5ADTSTSTERONESte	0.110969691574207	0.00515413419736632	Transport, extracellular		NA	intercompartmental
5ADTSTSTERONEte	0.110969691574207	0.00515413419736632	Transport, extracellular		NA	intercompartmental
5AOPtm	0.117845978227319	0.0050777517938504	Heme synthesis		NA	intercompartmental
5MTHFt	0.00558944941584067	-0.066879573993894	Transport, extracellular	2348.5 or 2348.3 or 2348.1 or 2348.6 or 2352.1 or 2348.4 or 2348.2	NA	intercompartmental
5MTHFt2	0.1975425415746	0.19036160639906	Transport, extracellular	6573.1 or 6573.2	NA	intercompartmental
5THFtm	0.11096969155357	0.00515413419689582	Transport, mitochondrial		NA	intercompartmental
7DHCHSTEROLtr	0.0869253564586527	0.00435903594950548	Transport, endoplasmic reticular		NA	intercompartmental
7DHFtl	0.110969691557414	0.00515413419735855	Transport, lysosomal		NA	intercompartmental
7DHFtm	0.110969691557414	0.00515413419735855	Transport, mitochondrial		NA	intercompartmental
7THFtl	0.110969691507658	0.00515413419577038	Transport, lysosomal		NA	intercompartmental
A_MANASEly	0.110969691506051	0.00515413419570216	N-glycan degradation	4125.1	NA	[l]
