	subSystem	disrupted.module	rxnList
1	Fatty acid oxidation	FVA_BD_NR_norm_t2	C12DCACT
2	Fatty acid oxidation	FVA_BD_NR_norm_t2	C30CPT1
3	Fatty acid oxidation	FVA_BD_NR_norm_t2	C40CPT1
4	Fatty acid oxidation	FVA_BD_NR_norm_t2	CSNATp
5	Fatty acid oxidation	FVA_BD_NR_norm_t2	FAOXC12DCTc
6	Fatty acid oxidation	FVA_BD_NR_norm_t2	FAOXC12DCc
7	Fatty acid oxidation	FVA_BD_NR_norm_t2	FAOXC12DCx
8	Fatty acid oxidation	FVA_BD_NR_norm_t2	FAOXC164C143m
9	Fatty acid oxidation	FVA_BD_NR_norm_t2	FAOXC164C165m
10	Fatty acid oxidation	FVA_BD_NR_norm_t2	FAOXC164m
11	Fatty acid oxidation	FVA_BD_NR_norm_t2	FAOXC165C164m
12	Fatty acid oxidation	FVA_BD_NR_norm_t2	FAOXC184C164m
13	Fatty acid oxidation	FVA_BD_NR_norm_t2	HMR_9719
14	Fatty acid oxidation	FVA_BD_NR_norm_t2	LNLNCGCPT1
15	Fatty acid oxidation	FVA_BD_NR_norm_t2	r0636
16	Fatty acid oxidation	FVA_BD_NR_norm_t2	r1401
17	Fatty acid oxidation	FVA_BD_NR_norm_t2	C160CPT2
18	Fatty acid oxidation	FVA_BD_NR_norm_t2	FAOXC18480m
19	Fatty acid oxidation	MTA_BD_NR_abs	HMR_2705
20	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3218
21	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3219
22	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3220
23	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3221
24	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3422
25	Fatty acid oxidation	MTA_BD_NR_abs	ADRNCPT2
26	Fatty acid oxidation	MTA_BD_NR_abs	2MB2COAc
27	Fatty acid oxidation	MTA_BD_NR_abs	C51CPT1
28	Fatty acid oxidation	MTA_BD_NR_abs	TIGCRNe
29	Fatty acid oxidation	MTA_BD_NR_abs	C142ACBP
30	Fatty acid oxidation	MTA_BD_NR_abs	C142OHc
31	Fatty acid oxidation	MTA_BD_NR_abs	C142OHe
32	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC142C142OHm
33	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3204
34	Fatty acid oxidation	MTA_BD_NR_abs	C161OHc
35	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC161C161OHm
36	Fatty acid oxidation	MTA_BD_NR_abs	HDECEACBP
37	Fatty acid oxidation	MTA_BD_NR_abs	HEDCECRNe
38	Fatty acid oxidation	MTA_BD_NR_abs	HMR_2771
39	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3424
40	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC11C9m
41	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC13C11m
42	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC15C13m
43	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC5C3x
44	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC7C5m
45	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC9C7m
46	Fatty acid oxidation	MTA_BD_NR_abs	C141ACBP
47	Fatty acid oxidation	MTA_BD_NR_abs	C141OHc
48	Fatty acid oxidation	MTA_BD_NR_abs	C141OHe
49	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC141C141OHm
50	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3340
51	Fatty acid oxidation	MTA_BD_NR_abs	HMR_2739
52	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3433
53	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3057
54	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3058
55	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3065
56	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3066
57	Fatty acid oxidation	MTA_BD_NR_abs	r1443
58	Fatty acid oxidation	MTA_BD_NR_abs	C16OHc
59	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC16C16OHm
60	Fatty acid oxidation	MTA_BD_NR_abs	HDECAACBP
61	Fatty acid oxidation	MTA_BD_NR_abs	HEXDCRNe
62	Fatty acid oxidation	MTA_BD_NR_abs	C8DCc
63	Fatty acid oxidation	MTA_BD_NR_abs	SUBERCACT
64	Fatty acid oxidation	MTA_BD_NR_abs	SUBERCROT
65	Fatty acid oxidation	MTA_BD_NR_abs	PTDCACRNCPT1
66	Fatty acid oxidation	MTA_BD_NR_abs	sink_c81coa[c]
67	Fatty acid oxidation	MTA_BD_NR_abs	C81CPT1
68	Fatty acid oxidation	MTA_BD_NR_abs	C81CRNe
69	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3067
70	Fatty acid oxidation	MTA_BD_NR_abs	C120CPT1
71	Fatty acid oxidation	MTA_BD_NR_abs	DDECCRNe
72	Fatty acid oxidation	MTA_BD_NR_abs	r1253
73	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC1811603m
74	Fatty acid oxidation	MTA_BD_NR_abs	ACACT6p
75	Fatty acid oxidation	MTA_BD_NR_abs	r0719
76	Fatty acid oxidation	MTA_BD_NR_abs	r0721
77	Fatty acid oxidation	MTA_BD_NR_abs	r1444
78	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC16C14m
79	Fatty acid oxidation	MTA_BD_NR_abs	C181OHc
80	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC181C181OHm
81	Fatty acid oxidation	MTA_BD_NR_abs	HOCTDACBP
82	Fatty acid oxidation	MTA_BD_NR_abs	OCTDECCACT
83	Fatty acid oxidation	MTA_BD_NR_abs	OCTDECCPT1
84	Fatty acid oxidation	MTA_BD_NR_abs	OCTDECCPT2
85	Fatty acid oxidation	MTA_BD_NR_abs	OCTDECE1CRNe
86	Fatty acid oxidation	MTA_BD_NR_abs	sink_octdececoa[c]
87	Fatty acid oxidation	MTA_BD_NR_abs	DOCO13EFATP
88	Fatty acid oxidation	MTA_BD_NR_abs	3HBCOARc
89	Fatty acid oxidation	MTA_BD_NR_abs	BCRNe
90	Fatty acid oxidation	MTA_BD_NR_abs	C4OHc
91	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3178
92	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3179
93	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3180
94	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3181
95	Fatty acid oxidation	MTA_BD_NR_abs	C18OHc
96	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC18C18OHm
97	Fatty acid oxidation	MTA_BD_NR_abs	HOCDACBP
98	Fatty acid oxidation	MTA_BD_NR_abs	HOCTDECCRNe
99	Fatty acid oxidation	MTA_BD_NR_abs	C162ACBP
100	Fatty acid oxidation	MTA_BD_NR_abs	C162OHc
101	Fatty acid oxidation	MTA_BD_NR_abs	C162OHe
102	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC162C162OHm
103	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3068
104	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC2251836m
105	Fatty acid oxidation	MTA_BD_NR_abs	C100CPT1
106	Fatty acid oxidation	MTA_BD_NR_abs	C10CRNe
107	Fatty acid oxidation	MTA_BD_NR_abs	C141CPT1
108	Fatty acid oxidation	MTA_BD_NR_abs	sink_tetdece1coa[c]
109	Fatty acid oxidation	MTA_BD_NR_abs	TETDECE1CRNe
110	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC18480m
111	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC182806m
112	Fatty acid oxidation	MTA_BD_NR_abs	EICOSTETCPT2
113	Fatty acid oxidation	MTA_BD_NR_abs	EICOSTETCPT1
114	Fatty acid oxidation	MTA_BD_NR_abs	HMR_0414
115	Fatty acid oxidation	MTA_BD_NR_abs	HMR_0342
116	Fatty acid oxidation	MTA_BD_NR_abs	FACOAL150
117	Fatty acid oxidation	MTA_BD_NR_abs	FACOAL245_1
118	Fatty acid oxidation	MTA_BD_NR_abs	r1259
119	Fatty acid oxidation	MTA_BD_NR_abs	HMR_2693
120	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3414
121	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3326
122	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3327
123	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3328
124	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3342
125	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3344
126	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3346
127	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3349
128	Fatty acid oxidation	MTA_BD_NR_abs	FAOXC121x
129	Fatty acid oxidation	MTA_BD_NR_abs	HMR_3353
